Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Ccdc80	-	0.01	0.02	0	0	0	0	0	0	0	0	0.97	0.27	0.46	0.25	0	0	0	0.01	0	0.09	0.11	0.02	0.03	0.1	0.17	0.02	0.69
Ccdc88b	-	-	-	-	-	-	-	-	-	-	-	0.46	0.41	0.13	0.58	0.63	0.66	0.58	0.73	0.49	0.93	0.73	0.69	-	-	-	-	-
Ccdc88c	-	0	0	0	0.17	0.38	0.83	0.49	0.2	0.12	0	0.5	0.15	0.95	0.99	0.21	0.22	0.18	0.33	0.74	0.99	0.56	0.3	0.71	0.24	0.59	0	0
Cchcr1	-	0.63	0.29	0.21	0.46	0.05	0.4	0.11	0.02	0.3	0.86	0.19	0.68	0.47	0.84	0.04	0.03	0.03	0.04	0.1	0.05	0.02	0.01	-	-	-	-	-
Cckar	-	-	-	-	-	-	-	-	-	-	-	0.88	0.73	0.26	0.55	0.52	0.65	0.57	0.49	0.15	0.55	0.27	0.78	-	-	-	-	-
Ccl12	-	0.79	1	0.42	0.51	0.1	0.68	0.49	0.14	0.94	0.56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.19	0.07	0
Ccl2	-	0.24	0.86	0.22	0.78	0.09	0.16	0.19	0.21	0.33	0.38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.04	0.54
Ccl24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ccl3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.4	0.13
Ccl4	-	-	-	-	-	-	-	-	-	-	-	0.62	0.47	0	0.81	0.85	0.86	0.86	0.79	0.59	0.79	0.83	0.84	-	-	-	-	-
Ccl6	-	0.11	0.06	0.08	0.01	0.9	0.13	0.31	0.6	0.15	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.01	0
Ccl7	-	0	0.96	0.04	0.24	0	0.04	0.02	0.2	0.89	0.11	0.86	0.93	0.2	0.65	0.01	0.28	0.27	0.51	0	0.12	0.24	0.04	-	-	0.03	0.19	0.23
Ccl9	-	0.65	0.98	0.16	0.86	0.06	0.04	0.2	0.22	0.09	0.89	0.06	0.19	0.17	0.09	0.98	0.43	0.09	0.02	0.54	0.16	0.09	0.22	-	-	0.01	0.71	0.02
Ccna2	-	0.27	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0.56	0.68	0.77	0.74	0.69	0.7	0.71	0	0	0.02	0.01	0
Ccnb1	-	0.51	0.24	0.17	0.8	0.56	0.01	0.05	0.98	0.58	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.21
Ccnb2	-	0.86	0.14	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0	0
Ccne1	-	0.3	0.35	0.77	0	0	0	0	0.17	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0
Ccne2	-	0.1	0	0	0	0	0	0	0	0	0	0.41	0.79	0.89	0.88	0.08	0.05	0.04	0.06	0.09	0.03	0.04	0.05	0.02	0.02	0.85	0.8	0.4
Ccnf	-	0.01	0.58	0	0	0	0	0	0	0	0	0.01	0.67	0.14	0.1	0.04	0.01	0.03	0.01	0.01	0.01	0.02	0	-	-	0	0	0
Ccnjl	-	0.04	0.33	0.94	0	0.1	0.96	0.4	0.74	0	0	0.12	0	0.01	0.01	0.01	0	0.01	0.02	0	0.03	0.15	0.14	-	-	-	-	-
Ccr1	-	0.02	0.19	0.01	0	0.99	0.38	0.84	0.13	0.68	0.36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.03	0.03	0.03
Ccr2	-	0.24	0.28	0.99	0.63	0.44	0.63	0.79	0.09	0.32	0.52	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.98	0.3
Ccr5	-	0.69	0.62	0.16	0.23	0.04	0.12	0.17	0.42	0.34	0.08	0.01	0.36	0	0.41	0.47	0.96	0.74	0.08	0.29	0.16	0.21	0.22	-	-	0.64	0.51	0.03
Ccrl2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ccrn4l	-	0	0.83	0.05	0.19	0.03	0.68	0	0	0	0	0.1	0.78	0.21	0.03	0	0.08	0.05	0.03	0.05	0.05	0.17	0.1	0	0.05	0.56	0.04	0.32
Cd109	-	0.01	0.01	0	0.93	0.01	0.76	0	0	0	0.08	0.08	0.15	0.15	0.07	0.79	0.39	0.72	0.09	0.14	0.74	0.47	0.93	-	-	0	0	0
Cd14	-	0.27	0.63	0.98	0.44	0.26	0.72	0.41	0.18	0.09	0.52	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.19	0.13	0.38
Cd177	-	0.38	0.73	0.42	0.06	0	0.17	0.03	0.82	0.28	0.23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cd200r1	-	0.76	0.88	0.97	0	0	0.01	0	0.02	0.1	0.98	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.01	0.1
Cd274	-	0.57	0.94	0.85	0.73	0.65	0.29	0.95	0.7	0.02	0	0.22	0.08	0.27	0.98	0.76	0.41	0.98	0.51	0.15	0.48	0.99	0.7	-	-	0.23	0.69	0.78
Cd276	-	0.03	0.03	0.67	0.46	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd300lb	-	0.18	0.08	0.35	0	0.17	0.01	0.27	0.16	0.49	0.69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cd300ld	-	0.59	0.95	0.92	0.71	0.19	0.16	0.32	0.13	0.3	0.27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cd300lf	-	0.52	0.31	0.23	0.21	0.3	0.44	0.46	0	0.74	0.32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.7	0.01
Cd34	-	0.56	0.78	0.3	0	0.03	0.03	0.25	0.56	0	0	0.38	0.01	0.03	0.55	0.04	0.02	0.55	0.05	0.07	0.05	0.79	0.01	-	-	0	0.03	0.21
Cd36	-	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.32	0.9	0.62	0.45	0.58	0.61	0.93	0.85	0.01	0.71	0	0	0
Cd37	-	0.87	0.16	0.01	0	0.75	0.04	0.81	0	0	0.35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cd38	-	0.16	0.92	0.52	0	0.29	0.47	0.77	0	0.01	0	0.45	0.86	0.65	0.86	0.1	0.47	0.13	0.1	0.01	0.25	0.36	0.61	-	-	0.6	0.29	0.77
Cd40	-	0.48	0.18	0.32	0.01	0.09	0.9	0.22	0	0.02	0.86	0.18	0.24	0.36	0.92	0.01	0.01	0.01	0.02	0.02	0.03	0.02	0.06	0.07	0.47	0	0.11	0.92
Cd52	-	0	0.07	0.14	0.01	0.22	0.26	0.29	0.38	0.12	1	0.56	0.82	0.09	0.79	0.21	0.78	0.76	0.67	0.39	0.71	0.65	0.48	-	-	0.02	0	0
Cd53	-	0	0.02	0.13	0.05	0.11	0.13	0.01	0.01	0.22	0.02	0.16	0.57	0	0.65	0.89	0.93	0.84	0.87	0.53	0.93	0.4	0.83	-	-	0	0	0
Cd55	-	0.13	0.05	0.2	0.61	0.1	0.23	0.04	0.19	0.77	0.34	0.45	0.33	0.87	0.15	0.4	0.96	0.87	0.52	0	0.85	0.64	0.38	-	-	0.81	0.09	0.59
Cd59a	-	0.96	0.77	0.38	0.18	0.05	1	0.49	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	-	-	0.18	0	0
Cd59b	-	-	-	-	-	-	-	-	-	-	-	0.46	0.11	0.33	0.47	0	0.01	0	0	0	0	0	0	-	-	-	-	-
Cd63	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0.03	0	0	0.01	0.92	0.05	0.16	0.1	-	-	-	-	-
Cd68	-	0.34	0.12	0.06	0	0.03	0.05	0	0.03	0	0	0.94	0.81	0.59	0.83	0.88	0.64	0.7	0.77	0.39	0.54	0.62	0.83	-	-	0.16	0.35	0.51
Cd74	-	0.5	0.98	0.85	0.1	0.56	0.46	0.29	0.35	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.09	0.85	0.05
Cd80	-	0.88	0.14	0.47	0.22	0.58	0.78	0.29	0.47	0.1	0.54	0.24	0.93	0.59	0.74	0.16	0.22	0.37	0.11	0.03	0.04	0.96	0	-	-	0.55	0.01	0.01
Cd93	-	0.21	0.78	0.85	0	0.01	0	0.02	0.45	0	0	0	0	0	0.02	0.35	0.02	0.11	0.01	0	0	0	0.54	0	0	0	0	0
Cd97	-	0	0	0	0.84	0.87	0.82	0.69	0.03	0	0	0.13	0.01	0.14	0.02	0.32	0.07	0.19	0.11	0.11	0.05	0.48	0.04	-	-	0.38	0.11	0
Cdc20	-	0.82	0.13	0	0	0	0	0	0	0	0	0.04	0.52	0.14	0.19	0	0	0	0	0	0	0	0	-	-	0	0	0
Cdc25a	-	0.23	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0
Cdc25b	-	0	0	0	0	0	0	0	0	0	0	0	0.05	0.03	0.05	0.01	0	0.01	0.02	0.01	0.01	0	0.01	0	0.01	0	0.06	0
Cdc25c	-	0.08	0.33	0	0	0	0	0	0	0	0	0	0.01	0	0.07	0	0	0	0	0	0	0	0	0.02	0.12	0.59	0.04	0.01
Cdc42se1	-	0	0.03	0.01	0.63	0.14	0.2	0.46	0	0	0.27	0.63	0.63	0.02	0.41	0.19	0.08	0.07	0.04	0.18	0.04	0.04	0.04	0.1	0.85	0.01	0	0
Cdc45	-	0.08	0.03	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0	0
Cdc6	-	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc7	-	0.02	0.11	0	0	0	0	0	0	0	0	0	0.87	0.45	0	0	0	0	0	0	0	0	0	0.01	0.24	0.13	0.67	0.67
Cdca2	-	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	-	-	-
Cdca3	-	0.29	0.37	0	0	0	0	0	0	0	0	0	0	0	0.66	0	0	0	0	0	0	0	0	0.63	0.48	0.04	0	0
Cdca4	-	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0.02	0	0.88	0.02	0.03
Cdca5	-	0.19	0.03	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	-	-	0.58	0	0
Cdca8	-	0.67	0.32	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-
Cdh1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.25	0.29	0.41	0.04	0.25	0.15	0.32	0	0	0	0	0
Cdh11	-	0	0	0	0	0	0	0	0	0	0	0.33	0.11	0.5	0.12	0.83	0.42	0.66	0.19	0.71	0.47	0.74	0.29	0.3	0.46	0	0	0
Cdh13	-	0	0	0	0	0	0	0	0	0.09	0.09	0.26	0.2	0.2	0.02	0.14	0.22	0.07	0.31	0.98	0.48	0.04	0.37	-	-	-	-	-
Cdh15	-	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Cdh22	-	0	0.05	0.34	0.11	0.09	0.06	0.07	0.12	0.02	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.07	0	0
Cdh3	-	0.03	0	0	0	0	0	0	0	0	0	0.02	0.05	0.38	0	0.08	0.09	0.07	0.09	0.08	0.11	0.07	0.12	-	-	0	0	0
Cdh5	-	0.21	0.54	0.82	0	0.21	0	0.45	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.01	0.34	0.92
Cdh9	-	0.17	0.39	0.4	0.11	0.08	0.53	0.06	0.03	0.04	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.01	0.02
Cdip1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Cdk1	-	0.01	0.67	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.73	0	0
Cdk2	-	0.86	0.04	0	0	0	0	0	0	0	0	0.97	0.23	0	0	0	0	0	0	0	0	0	0	0.26	0.45	0	0	0
Cdk6	-	0	0.01	0.12	0.04	0.19	0.37	0.05	0.06	0	0	0	0.06	0.04	0.01	0.69	0.83	0.98	0.67	0.44	0.97	0.56	0.68	0.43	0.56	0.1	0.06	0.02
Cdkn1a	-	0	0	0.2	0.61	0	0.02	0	0.02	0.15	0.31	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.48	0	0.13
Cdkn1c	-	0	0.96	0.03	0.06	0.01	0.07	0.07	0.11	0	0	0	0	0	0	0.03	0.61	0.68	0.22	0.22	0.1	0.24	0.63	0	0	0.01	0	0.09
Cdkn2a	-	0.47	0.09	0	0	0.49	0.34	0.08	0.23	0	0.13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.18	0.74	0.39
Cdkn2b	-	0.32	0	0	0.35	1	0.54	0.95	0.95	0	0.21	0.35	0.57	0.38	0.26	0.77	0.79	0.23	0.68	0	0.48	0.37	0	-	-	0.44	0.01	0.13
Cdkn3	-	0.09	0.01	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cdr2l	-	0.16	0.64	0.11	0	0	0	0	0.09	0.03	0	0.09	0.03	0.09	0.12	0	0	0	0	0	0	0	0	0	0.01	0	0	0
Cdsn	-	0.29	0.31	0.72	0.48	0.57	0.96	0.37	0.22	0.13	0.13	0.06	0.12	0.03	0.46	0.02	0.08	0.14	0	0.03	0	0	0	-	-	-	-	-
Cdt1	-	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0.96	0	0
Cebpa	-	0.27	1	0.28	0.69	0.02	0.12	0.03	0.21	0.07	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5	0.11	0.92
Cebpb	-	0.77	0.34	0.03	0.09	0	0.32	0	0	0.64	0.8	0.03	0.03	0.04	0.04	0.2	0.4	0.39	0.63	0	0.01	0.27	0.66	-	-	0.01	0	0
Cebpd	-	0.29	0.12	0.1	0	0.65	0.02	0.46	0.27	0.64	0.02	0.3	0.05	0	0	0.23	0.2	0.16	0.15	0.23	0.16	0.13	0.15	0	0	0	0.08	0.29
Cenpa	-	0.03	0.38	0	0	0	0	0	0	0	0	0.09	0.85	0.14	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0
Cenpe	-	0.02	0.16	0	0	0	0	0	0	0	0	0	0.01	0	0.4	0.62	0.57	0.58	0.9	0.88	0.92	0.76	0.91	-	-	0	0	0
Cenpf	-	0.44	0.11	0	0	0	0	0	0	0	0	0.31	0.02	0	0.02	0	0	0.03	0.02	0.01	0.06	0.04	0	0	0	0.13	0	0
Cenph	-	0.15	0.56	0	0	0	0	0	0	0	0	0	0	0.05	0	0.15	0.19	0.09	0.14	0.14	0.12	0.1	0.12	0	0	0.77	0.05	0
Cenpi	-	0.97	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Cenpk	-	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.05	0.06	0.03	0.14	0.02	0.02	0.06	0	0	0	0	0
Cenpl	-	0.82	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.03	-	-	-
Cenpm	-	0.39	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.01	0	0
Cenpn	-	0.4	0.38	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Cenpp	-	0.07	0.1	0	0	0	0	0	0	0	0	0.06	0.03	0.02	0.01	0	0	0	0	0.01	0	0.01	0	-	-	-	-	-
Cenpu	-	0.02	0.24	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cep192	-	0.09	0.17	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cep55	-	0.33	0.47	0.01	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.04	0.61	0.01
Ces1d	-	0.99	0.64	0.85	0.81	0.56	0.53	0.67	1	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.22	0.44	0.94
Ces5a	-	0.54	0.15	0.06	0	0.02	0.02	0	0.64	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cfh	-	0.53	0.91	0.99	0.11	0.77	0.25	0.47	0.79	0	0.1	0.74	0.32	0.71	0.7	0.63	0.71	0.76	0.19	0	0.42	0.07	0.01	-	-	0	0	0
Cfl1	-	0.37	0	0	0	0	0	0	0	0	0	0.02	0.16	0	0	0.18	0.29	0.33	0.06	0.06	0.1	0.12	0.05	0.06	0.05	0	0	0
Cfp	-	0	0	0.01	0.6	0.98	0.96	0.61	0.01	0.75	0.07	0.01	0	0	0	0.75	0.09	0.03	0.09	0.07	0.02	0.25	0	0.06	0.15	0.41	0.68	0.43
Cgref1	-	0.8	0.88	0.59	0	0	0	0	0.54	0.37	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.06	0.97	0.61
Ch25h	-	0	0	0	0	0	0	0	0	0	0	0.04	0.01	0	0.03	0.25	0.16	0.07	0.25	0.31	0.08	0.32	0.68	-	-	0.34	0.2	0.01
Chaf1a	-	-	-	-	-	-	-	-	-	-	-	0.01	0.29	0.01	0.99	0	0	0	0	0	0	0	0	0.43	0.04	-	-	-
Chaf1b	-	0.97	0.03	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0
Chdh	-	0.8	0.9	0.97	0.69	0.01	1	0	0.24	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Chek1	-	0.46	0.02	0	0	0	0	0	0	0	0	0	0	0.09	0	0.48	0.61	0.68	0.7	0.59	0.63	0.61	0.57	0	0.29	0.47	0.02	0
Chek2	-	0.12	0.97	0.15	0.86	0.65	0.26	0	0.69	0	0.69	0.15	0.01	0.01	0	0.36	0.27	0.3	0.21	0.8	0.13	0.63	0.08	-	-	0.86	0.03	0
Chil1	-	0.07	0.09	0.32	0.32	0.99	0.21	0.97	0.38	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.61	0	0.08
Chil3	-	0.88	0.72	0.94	0.14	0.75	0.05	0.92	0.82	0.4	0.82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.44	0.45	0.39
Chl1	-	0.86	0.33	0.47	0.2	0.22	0.51	0.02	0.08	0	0	0	0	0	0	0.1	0.02	0	0	0	0	0	0	-	-	0.03	0.14	0.08
Chpt1	-	0	0.07	0.39	0	0	0	0	0	0	0	0.3	0.44	0.39	0.47	0	0	0	0	0	0	0	0	-	-	0.01	0	0
Chrm1	-	0.14	0.74	0.76	0.62	0.08	0.06	0.01	0.13	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chrna4	-	0.8	0	0.09	0.25	0.84	0.64	0.64	0	0	0.02	0	0	0	0	0.55	0.46	0.09	0.04	0	0.02	0.02	0.08	0	0	0.6	0	0
Chrna5	-	0	0.08	0.06	0.94	0.09	0.29	0	0.02	0	0.36	0.2	0.25	0.19	0.05	0.18	0.19	0.18	0.01	0	0	0	0	-	-	0.38	0.06	0.02
Chrng	-	0.43	0	0	0	0	0	0	0	0	0.04	0.07	0.07	0.6	0.05	0	0	0	0	0	0	0	0	0.82	0.02	0	0	0
Chst11	-	0.16	0	0	0.06	0.26	0.08	0	0.24	0.03	0.01	0	0.01	0.01	0	0.65	0.7	0.79	0.91	0.79	0.63	0.89	0.73	0	0.01	0	0	0
Chst8	-	0	0	0	0.02	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Chsy3	-	0	0.04	0.03	0.02	0.02	0.72	0	0.02	0.1	0.19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chtf18	-	0	0	0.35	0	0	0	0	0	0	0	0.11	0	0	0	0.06	0.08	0.1	0.09	0.08	0.08	0.07	0.06	0	0	0.18	0	0
Cilp	-	0.07	0.11	0.13	0.39	0.74	0.14	0.74	0.43	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cish	-	0	0	0	0	0	0	0.01	0	0.02	0.19	0.05	0.25	0.06	0.46	0.12	0.22	0.24	0.37	0.07	0.11	0.09	0.04	0.22	0.06	0	0	0
Cit	-	0.42	0.18	0.17	0.01	0.02	0	0	0.01	0	0.65	0.23	0.68	0.09	0.24	0.2	0.35	0.12	0.07	0.29	0.2	0.2	0.22	0.76	0.22	0.42	0.56	0.04
Cited2	-	0	0	0	0.56	0	0.04	0	0	0	0.03	0.92	0	0	0	0.18	0.08	0.16	0.03	0.86	0.06	0.06	0.01	0.01	0.01	0	0	0
Ckap2	-	0.4	0.03	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
