Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Lrrc8c	-	0.11	0	0	0.01	0.01	0.78	0	0	0	0	0.71	0.15	0.27	0.26	0.23	0.15	0.14	0.15	0.26	0.08	0.18	0.08	0.01	0.24	0	0	0
Lrrc8e	-	0.75	0.46	0.63	0.94	0.76	0.75	0.84	0.66	0.05	0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lrrfip1	-	0	0	0	0	0	0	0	0.05	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Lrrfip2	-	0.91	0.11	0.02	0.17	0.41	0.09	0.72	0	0.08	0	0.91	0.36	0.46	0.41	0.38	0.6	0.65	0.5	0.62	0.51	0.75	0.95	0.61	0.51	0.16	0.12	0.27
Lrtm2	-	0.5	0.74	0.63	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lsamp	-	0	0	0.66	0	0	0	0	0	0	0	0.54	0.56	0.5	0.47	0	0	0	0	0	0	0	0	-	-	-	-	-
Lsm11	-	0.28	0.49	0.73	0.55	0.12	0.32	0.35	0	0.57	0	0.01	0.3	0.12	0.23	0.56	0.73	0.56	0.86	0.62	0.65	0.64	0.93	0.54	0.58	-	-	-
Lsm2	-	0.04	0.02	0.23	0.01	0	0	0	0	0	0	0	0	0	0	0.65	0.19	0.15	0.12	0.36	0.13	0.11	0.08	0	0	0.03	0.02	0
Lsp1	-	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0.01	0.85	0.9	0.7	0.72	0.83	0.78	0.87	0.79	-	-	0	0	0
Ltb4r1	-	-	-	-	-	-	-	-	-	-	-	0.09	0.01	0.02	0.03	0.1	0.21	0.53	0.96	0.93	0.66	0.51	0	-	-	-	-	-
Ltbp1	-	0.11	0.01	0.01	0.04	0.55	0.01	0.02	0.06	0.43	0	0.77	0.6	0.91	0.9	0	0.06	0.38	0.16	0	0.02	0.05	0.01	0.12	0.64	0	0	0
Lum	-	0	0.29	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Lxn	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0
Ly6a	-	0.35	0.49	0.28	0.68	0.33	0.48	0.61	0.09	0.01	0	0.07	0.79	0.72	0.61	0.99	0.67	0.98	0.29	0.29	0.79	0.41	0.98	-	-	0	0.11	0.83
Ly6e	-	0.05	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-
Lyar	-	0.93	0.1	0	0	0	0	0	0	0	0	0	0.09	0	0.07	0	0	0	0	0	0	0	0	0.06	0.56	0.01	0	0
Lyn	-	-	-	-	-	-	-	-	-	-	-	0.44	0.83	0.63	0.43	0.35	0.63	0.49	0.6	0.8	0.96	0.81	0.6	-	-	-	-	-
Lypd6	-	0	0.77	0.31	0	0	0	0	0	0	0	0.01	0.72	0.15	0.21	0	0	0.01	0	0	0	0	0	0.05	0.18	-	-	-
Lyrm9	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lyz1	-	0	0.01	0.21	0.05	0.21	0.08	0.14	0.71	0.61	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.25	0.85	0.3
Lyz2	-	0.11	0.65	1	0	0.84	0.03	0.58	0.34	0.68	0.92	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	0.91	0.09
M1ap	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Mab21l1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.85	0.88	0.75	0.65	0.93	0.71	0.22	0	0	0	0	0.13
Mad2l1	-	0.46	0.08	0	0	0	0	0	0	0	0	0.33	0.22	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maf	-	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Maff	-	0	0	0.01	0	0	0	0	0	0	0	0.61	0.12	0	0.03	0.09	0.56	0.5	0.22	0.53	0.36	0.32	0.28	0	0	0.11	0.03	0
Magee2	-	-	-	-	-	-	-	-	-	-	-	0.17	0.25	0.34	0.69	0.32	0.37	0.4	0.32	0.43	0.3	0.57	0.22	0.19	0.49	-	-	-
Magi2	-	0	0	0.56	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Mamdc2	-	0	0	0	0.01	0.11	0.19	0.32	0.47	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Man1a	-	0	0	0	0.01	0.03	0.83	0	0.04	0	0.01	0.18	0.52	0.71	0.94	0.78	0.08	0.59	0.7	0.47	0.72	0.83	0.54	-	-	0	0	0
Man2a1	-	0.95	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Man2b1	-	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.02	0.01	0.04
Manf	-	0	0.02	0.87	0	0	0	0	0	0.39	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Map1b	-	0	0	0	0	0.02	0.12	0.01	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.03	0.2
Map2k6	-	0	0	0.04	0.07	0	0	0	0	0	0	0.21	0.98	0.16	0.39	0.16	0.27	0.34	0.81	0.63	0.51	0.46	0.07	0	0.1	0	0	0
Map3k6	-	-	-	-	-	-	-	-	-	-	-	0	0.64	0.69	0.93	0.02	0.49	0.74	0.77	0.01	0.33	0.87	0.83	-	-	0.37	0.32	0.11
Map4k1	-	0.94	0.39	0.07	0.19	0	0.33	0.01	0.09	0	0	0.02	0	0.4	0	0.05	0.04	0.1	0.06	0.1	0.06	0.05	0.14	-	-	-	-	-
Map7d1	-	0.35	0.51	0.11	0.01	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.52	0	0
Mapk11	-	0	0	0	0	0	0	0	0	0	0	0.01	0.42	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0.58	0	0	0
Mapk1ip1	-	0.78	0.03	0	0	0	0	0	0	0	0	0.21	0.08	0.14	0.02	0	0	0	0	0	0	0	0	-	-	-	-	-
Mapk6	-	0.87	0.82	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0
Mapk8ip1	-	0	0.01	0.03	0	0.08	0	0.01	0.01	0.01	0	0.8	0.55	0.07	0.39	0.04	0.08	0.07	0.06	0.02	0.08	0.16	0.13	0	0	0.12	0.18	0.37
Mapkapk3	-	0.88	0.18	0.17	0	0	0.09	0	0.83	0.24	0.01	0.23	0.5	0.06	0.42	0.81	0.86	0.77	0.71	0.41	0.94	0.89	0.37	-	-	-	-	-
Mapre2	-	0.01	0.02	0.05	0.01	0	0.16	0.01	0.44	0.29	0.92	0	0	0	0	0.03	0	0	0	0.39	0	0.02	0	0	0	0	0	0
Mapre3	-	0.91	0	0	0	0	0	0	0	0	0	0.68	0.47	0.02	0.22	0.04	0.24	0.19	0.12	0.01	0.26	0.27	0.48	0.34	0.3	0	0	0
Marcksl1	-	0.34	0.12	0.82	0.13	0	0	0	0	0	0	0.06	0.34	0.02	0	0.01	0	0	0	0	0	0	0	0	0.09	0.02	0.31	0.14
Marveld3	-	0.01	0.01	0.09	0	0	0	0.02	0.65	0.45	0.68	0.13	0.32	0.66	0.17	0.58	0.86	0.72	0.92	0.33	0.96	0.93	0.57	0.84	0.42	0	0.39	0.04
Mastl	-	0.96	0.17	0.02	0	0	0.05	0	0	0	0	0.39	0.05	0	0.3	0.26	0.45	0.82	0.71	0.62	0.65	0.86	0.33	-	-	0	0	0
Matn2	-	0.89	0	0	0	0	0.21	0.37	0.14	0	0.01	0.03	0	0	0	1	0.98	1	0.97	0.98	0.97	1	0.94	0	0	0	0.52	0.68
Mblac2	-	0.85	0.02	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mbnl3	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Mcm10	-	0.02	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.86	0	0
Mcm2	-	0.09	0.38	0.38	0.01	0	0	0	0	0	0	0.34	0.88	0.76	0.58	0	0	0	0	0	0	0	0	0.04	0.69	0	0	0
Mcm3	-	0.35	0.19	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	-	-	0.16	0	0
Mcm4	-	0.6	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0.67	0.55	0.19	0.37
Mcm5	-	0.36	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm6	-	0.76	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm7	-	0.61	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcoln2	-	0.3	0.14	0.12	0.26	0	0.03	0.03	0.52	0	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Mcph1	-	0.81	0.16	0.29	0.01	0	0	0	0	0.08	0	0.3	0.01	0.01	0	0.74	0.83	0.76	0.8	0.92	0.76	0.73	0.58	0	0	-	-	-
Mctp2	-	0	0	0	0.04	0	0	0	0	0.96	0.99	0.02	0.01	0.36	0.11	0.96	0.97	0.93	1	0.97	0.97	0.85	0.86	-	-	-	-	-
Mdfi	-	0.01	0.1	0	0.01	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Mdga1	-	0.06	0.89	0.38	0.28	0.01	0.46	0.05	0.01	0.15	0.13	0.69	0.48	0.35	0.46	0.86	0.85	0.82	0.31	0.34	0.94	0.66	0.03	-	-	-	-	-
Me3	-	0.72	0.81	0.89	0.54	0	0.16	0.07	0	0.06	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Medag	-	0.06	0.18	0.29	0.7	0.11	0.51	0.29	0.66	0.74	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.12	0	0
Mefv	-	0.29	0.2	0.56	0.03	0.01	0.01	0.29	0.16	0.09	0.42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Megf10	-	0	0	0	0.92	0.35	0.11	0.18	0.35	0	0	0	0	0	0	1	0.23	0.02	0.06	0.03	0	0	0	-	-	-	-	-
Megf6	-	0.76	0.5	0.01	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Melk	-	0.49	0.04	0	0	0	0	0	0	0	0	0.35	0	0.14	0.7	0.21	0.12	0.2	0.14	0.16	0.16	0.14	0.28	0.8	0.1	0	0	0
Mesdc1	-	0.96	0	0.67	0.75	0	0	0	0	0.01	0	0.87	0.28	0.02	0.12	0.19	0.35	0.89	0.51	0.72	0.16	0.5	0.09	0.73	0.76	0.01	0	0
Mest	-	0.32	0.85	0.02	0	0	0	0	0	0	0	0.59	0.39	0.56	0.63	0	0	0	0	0	0	0	0	-	-	0	0	0
Met	-	0	0	0	0.04	0	0.01	0	0	0	0	0.35	0.95	0.87	0.9	0.81	0.95	0.45	0.95	0.99	0.92	0.68	0.74	-	-	0	0	0
Metrnl	-	0	0	0	0	0	0	0	0	0	0	0.45	0.59	0.59	0.58	0	0	0	0	0	0	0	0	-	-	0	0	0
Mettl22	-	0.05	0.18	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.21	0.43
Mfap2	-	0	0.04	0	0	0.03	0.01	0.01	0	0	0.02	0	0	0	0	0	0	0.04	0.1	0.13	0	0	0	-	-	0	0.91	0.97
Mfap4	-	0	0	0.01	0.03	0.03	0.04	0.31	0	0	0	0	0	0	0	0	0.02	0.13	0	0	0	0	0	0	0	0.18	0.47	0.87
Mfsd2a	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mfsd7c	-	0.03	0.31	0.66	0	0.2	0	0.05	0.71	0	0	0.77	0.7	0.58	0.1	0.92	0.65	0.92	0.97	0.91	0.97	0.72	0.32	0.49	0.58	0	0	0
Mgarp	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Mgat3	-	0	0.86	0.08	0	0	0	0	0	0.97	0	0.26	0.01	0.16	0.02	0.91	0.87	0.95	0.67	0.3	0.85	0.85	0.02	0.03	0.13	0	0	0
Mgat5b	-	0	0	0	0	0	0	0	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mgp	-	0	0	0.38	0	0	0	0	0.04	0	0.01	0.03	0.01	0.03	0.01	0.38	0.58	0.98	0	0.63	0.18	0.03	0.39	-	-	0	0	0.01
Mical2	-	0.02	0.19	0.08	0.22	0	0	0.02	0.12	0.39	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.82	0.73	0
Micall1	-	0.01	0.81	0.06	0.16	0.01	0.26	0	0	0.75	0.81	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Micall2	-	0.22	0	0	0	0.97	0.06	0.32	0.11	0	0	0.23	0.6	0.4	0.77	0.57	0.81	0.68	0.56	0.79	0.73	0.69	0.54	-	-	-	-	-
Mid1	-	0	0	0	0.89	0	0	0	0.03	0	0	0	0	0	0.02	0.88	0.92	0.86	0.95	0.88	0.89	0.79	0	0	0	0.57	0.05	0.44
Mid2	-	0	0	0	0.01	0	0.01	0	0	0	0.38	0.1	0.57	0.6	0	0.73	0.49	0.8	0.63	0.12	0.8	0.52	0.68	0.9	0.23	0.01	0.16	0.3
Midn	-	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mif	-	0.01	0.02	0.17	0.2	0.39	0.25	0.81	0.87	0	0	0	0	0	0.01	0.47	0.76	0.99	0.83	0.62	0.27	0.17	0.31	0	0	0.12	0.07	0.05
Milr1	-	0.18	0.05	0.16	0.43	0.95	0.2	0.98	0.25	0.82	0.47	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mip	-	0	0	0	0	0	0	0	0	0	0	0.6	0.19	0	0.31	0	0	0	0	0	0	0	0	0.73	0	0	0	0
Mis18a	-	0.9	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.04	0	0
Mis18bp1	-	0.44	0.19	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.43	0.02	0
Mki67	-	0.87	0.02	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Mlf1	-	0.02	0	0	0	0	0	0	0	0	0.74	0.53	1	0.72	0.72	0.11	0.21	0.13	0.16	0.08	0.09	0.15	0.1	-	-	0	0	0
Mme	-	0	0	0.08	0	0	0	0.02	0.53	0	0.08	0.37	0.95	0	0.12	0	0	0	0	0	0	0	0	-	-	0	0.01	0
Mmp12	-	-	-	-	-	-	-	-	-	-	-	0.92	0.54	1	0.66	0.72	0.92	0.84	0.89	1	0.93	0.97	0.95	-	-	-	-	-
Mmp14	-	0.76	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp15	-	0	0	0	0	0	0	0	0	0	0	0.32	0	0.58	0	0.15	0.46	0.35	0.33	0.24	0.32	0.31	0.22	-	-	0	0	0
Mmp19	-	0.01	0.29	0.27	0.47	0.01	0.02	0.07	0.08	0.44	0.33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.37	0.41	0.97
Mmp3	-	0.66	0.93	0.7	0.51	0.72	0.28	0.87	0.99	0.67	0	0.04	0.1	0.04	0.01	0.25	0.54	0.42	0.38	0.22	0.65	0.32	0.67	-	-	0.57	0.14	0.01
Mmp8	-	0.53	0.67	0.72	0.01	0.01	0	0.01	0	0	0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mmp9	-	0.04	0.02	0.01	0	0	0.01	0	0	0.24	0.02	0.24	0.74	0.19	0.29	0.49	0.59	0.09	0.55	0.07	0.38	0.77	0	-	-	0	0.01	0
Mmrn2	-	0.38	0.9	0.91	0.03	0.19	0	0.65	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-
Mms22l	-	0.42	0.24	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Mn1	-	0	0	0	0	0	0.01	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mns1	-	0.44	0.45	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.01	0.06	0	0
Mob3a	-	0.65	0.02	0.01	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mob3b	-	0.07	0.14	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0	0
Mocos	-	-	-	-	-	-	-	-	-	-	-	0.3	0.69	0.74	0.29	0.4	0.29	0.46	0.49	0.78	0.78	0.31	0.97	-	-	0.14	0.53	0.07
Mocs2	-	0	0.05	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moxd1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Mpeg1	-	0	0.01	0.03	0	0.08	0.36	0.27	0.83	0.92	0.47	0.88	0.95	0	0.95	0.87	0.85	0.73	0.95	0.91	0.95	0.97	0.53	-	-	0.05	0.06	0.47
Mpp3	-	0.65	0.01	0.85	0.53	0.52	0	0.53	0.02	0.05	0.12	0.02	0.07	1	0.8	0.07	0.03	0.03	0.02	0.04	0.04	0.02	0.02	0.31	0	0	0	0
Mpv17l	-	0.77	0.66	0.21	0.13	0.13	0.56	0	0	0	0	0	0	0	0	0.1	0.19	0.52	0.36	0.84	0.39	0.4	0.33	0	0.01	0	0.02	0.03
Ms4a4c	-	0.56	0.21	0.08	0.42	0.3	0.7	0.54	0.74	0.83	0.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.97	0.28	0.03
Ms4a6d	-	0.05	0.05	0.02	0	0.07	0.14	0.28	0	0.69	0.63	0.01	0.01	0.82	0.06	0.42	0.15	0.7	0.29	0.03	0.01	0.03	0.13	-	-	0	0	0
Msln	-	-	-	-	-	-	-	-	-	-	-	0.93	0.11	0.16	0.37	0.53	0.71	0.57	0.61	0.93	0.6	0.67	0.67	-	-	0.02	0.44	0.71
Msn	-	0	0	0.04	0.17	0.12	0	0.02	0	0	0	0.42	0.11	0.18	0.2	0.75	0.1	0.01	0.02	0.07	0.03	0.02	0.09	0.14	0.14	0	0	0
Msr1	-	0.35	0.69	0.9	0.77	0.51	0.47	0.1	0.11	0.06	0.57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.36	0.32	0
Msx2	-	0.49	0.45	0.59	0.03	0.15	0.1	0.17	0.27	0.17	0.31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
