Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Cxcl14	-	0.01	0	0	0	0	0	0	0	0	0	0.25	0.85	0	0.94	0	0	0	0	0.06	0.08	0.2	0.3	0.29	0.8	0	0	0
Cxxc4	-	0	0	0	0.4	0	0.07	0.13	0.17	0	0.76	0.77	0.17	0.61	0.06	0.04	0	0	0	0.01	0	0	0.03	-	-	-	-	-
Cyb561	-	0	0	0	0	0.1	0.01	0.03	0	0.02	0	0.25	0.84	0.54	0.84	0.1	0.39	0.86	0.93	0.76	0.95	0.93	0	0.98	0.52	0	0.11	0
Cyb5d2	-	0.88	0.03	0	0	0	0.01	0	0	0	0	0.05	0.27	0.5	0.08	0.01	0	0	0	0	0	0.01	0.21	-	-	-	-	-
Cyb5r2	-	0.3	0.23	0.28	0	0	0	0	0	0	0	0.46	0.45	0.57	0.36	0	0	0	0	0	0	0	0	-	-	-	-	-
Cyp27a1	-	0.85	0.43	0.2	0.45	0.01	0.1	0	0.1	0.89	0.05	0.22	0.57	0.63	0.82	0.93	0.53	0.42	0.01	0.31	0.18	0.54	0	-	-	0.02	0	0
Cyp2d22	-	0.31	0.96	0.31	0.92	0.86	0.51	0.02	0.1	0	0	0.63	0.01	0	0.02	0	0.06	0.34	0.24	0.95	0.23	0	0.83	0	0	0.06	0.04	0.85
Cyp2s1	-	0	0.02	0.12	0.32	0.37	0.03	0.29	0.24	0.52	0.42	0.23	0.03	0.18	0.08	0.56	0.29	0.28	0.05	0.26	0.78	0.2	0.39	-	-	-	-	-
Cyp4f15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Cysltr1	-	0.95	0.45	0.29	0.74	0.15	0.04	0.5	0.72	0.47	0.33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
D130017N08Rik	-	0.05	0.09	0.07	0.17	0.02	0.69	0.01	0.19	0.37	0.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
D430041D05Rik	-	0.41	0.58	0.34	0	0	0.94	0.01	0	0	0.02	0.87	0.2	0.75	0.45	0.01	0.36	0.2	0.66	0.67	0.24	0.81	0.18	0.69	0.69	-	-	-
Daam1	-	0	0	0	0	0	0	0	0.02	0.12	0	0	0.01	0	0	0.06	0.67	0.69	0.76	0.02	0.29	0.16	0.87	0	0	-	-	-
Dbx2	-	0.74	0.21	0.82	0.54	0.45	0.77	0.55	0.04	0.14	0.19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dcaf12l1	-	0.11	0.05	0.05	0	0	0.52	0	0	0.02	0.98	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dcaf17	-	0	0	0	0.03	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dcc	-	0	0	0	0	0	0	0	0.69	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Dcx	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.07	0	0
Ddc	-	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0.11	0.88	0	0	0
Des	-	0	0.01	0.01	0	0	0	0	0	0.07	0.7	0.02	1	0	0.04	0	0	0	0	0	0	0	0.06	-	-	-	-	-
Dgkh	-	0.02	0.09	0.67	0.56	0.02	0.91	0.03	0	0.71	0.52	0.54	0.05	0.26	0.3	0.57	0.58	0.91	0.7	0.73	0.51	0.29	0.6	-	-	-	-	-
Dgkk	-	0.47	0.01	0	0.12	0	0.05	0	0	0	0.01	0.06	0.11	0.04	0.02	0.36	0.36	0.92	0.99	0.71	0.74	0.88	0.74	0.17	0.01	-	-	-
Dhtkd1	-	0.31	0.1	0.26	0	0.24	0	0.21	0.12	0.29	0	0.72	0.12	0.12	0.48	0.51	0.96	0.63	0.61	0.31	0.87	0.9	0.06	-	-	-	-	-
Disp2	-	0	0	0	0.01	0	0.01	0	0.12	0.17	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dlc1	-	0	0	0	0.39	0	0.16	0	0	0	0.05	0	0	0.24	0	0.72	0.69	0.65	0.64	0.76	0.7	0.64	0.73	0	0	0	0.02	0
Dlk1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmd	-	0	0	0	0	0	0	0	0	0	0	0.88	0.63	0	0.85	0.37	0.86	0.55	0.9	0.96	0.65	0.87	0.62	-	-	0	0	0
Dnah11	-	0.11	0.01	0	0	0	0	0	0	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Dnajc27	-	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.08	0	0	0	0	0	0	0	0	0	-	-	0.77	0	0
Dner	-	0	0	0	0.1	0.55	0.08	0.32	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Dnm3	-	0	0	0	0.96	0.51	0.34	0.6	0.54	0.15	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Doc2a	-	-	-	-	-	-	-	-	-	-	-	0.32	0.75	0.52	0.71	0.11	0.34	0.25	0.14	0.21	0.31	0.21	0.38	0.35	0.52	0	0.02	0.01
Dock5	-	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0.11	0.05	0.09	0	0.04	0.05	0.01	0	0	0	0	0
Dock8	-	0.31	0.25	0.3	0.02	0.74	0.62	0.01	0	0	0.08	0.54	0.02	0.04	0.45	0.46	0.58	0.62	0.44	0.85	0.86	0.56	0.96	-	-	0.2	0.04	0.02
Dock9	-	0.23	0.34	0.1	0.04	0.23	0.5	0.64	0	0.96	0	0.77	0.01	0.29	0.61	0.34	0.86	0.39	0.7	0.03	0.34	0.68	0.23	0.95	0.95	0.06	0.34	0.56
Dok2	-	0.5	0.29	0.3	0.02	0.04	0.06	0.21	0.66	0.01	0.09	0.14	0.1	0.06	0.16	0.36	0.39	0.35	0.08	0.15	0.29	0.44	0.04	-	-	0	0.09	0.39
Dok3	-	0.01	0	0.02	0	0	0	0	0	0.12	0.78	0.05	0.21	0.3	0.04	0.94	0.32	0.6	0.13	0.67	0.38	0.26	0.79	-	-	-	-	-
Dok7	-	0.08	0.44	0.31	0	0	0	0	0	0.49	0.19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dpf3	-	0.23	0	0	0.01	0	0.16	0	0.03	0	0	0.09	0.59	0.75	0.49	0.67	0.54	0.58	0.41	0.05	0.41	0.57	0.68	-	-	0.42	0.12	0.98
Dph2	-	0.23	0.37	0.23	0.69	0.4	0.21	0	0.01	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0	0
Dpp10	-	0.07	0.25	0.04	0.19	0.03	0.02	0.1	0.72	0.64	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E030024N20Rik	-	0	0	0.04	0.26	0	0	0	0.93	0.57	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ece1	-	0	0	0	0	0	0	0	0	0.01	0	0.14	0	0.08	0.28	0.53	0.13	0.26	0.18	0.4	0.03	0.03	0.57	0.09	0.01	0	0	0
Eef1a2	-	0.02	0.47	0.65	0.01	0	0	0.01	0.06	0.06	0.03	0.01	0.01	0.11	0	0.93	0.93	0.89	0.72	0.74	0.7	0.69	0.71	0	0.01	0	0	0
Eno2	-	0.14	0.29	0.02	0	0.13	0	0.02	0	0	0	0.72	0.57	0.52	0.75	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0
Epha8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.48	0.58	0.16
Erdr1	-	0	0	0	0.01	0.78	0.08	0.24	0.27	0	0	0	0.11	0	0.58	0.15	0.26	0.39	0.55	0	0.05	0.3	0	0.33	0.01	0.01	0.39	0.2
Fam101a	-	0.01	0	0	0	0	0	0	0	0.81	0	0.21	0.09	0.37	0.01	0.85	0.82	0.45	0.7	0.75	0.66	0.53	0.5	0.88	0.81	-	-	-
Fam189a1	-	0	0.08	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fam46a	-	0	0	0	0	0	0	0	0	0	0.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fjx1	-	0.01	0.43	0.35	0.98	0.01	0	0.13	0.22	0	0	0	0	0.01	0	0.67	0.58	0.04	0.46	0	0.02	0.01	0	0	0	0.05	0.7	0.52
Gcsh	-	0	0	0	0	0	0	0	0.4	0	0	0.06	0.69	0.53	0.68	0.1	0.06	0.99	0.09	0.59	0.17	0.82	0.2	-	-	0	0	0
Glra3	-	-	-	-	-	-	-	-	-	-	-	0	0	0.19	0.22	0.14	0.28	0.33	0.63	0.78	0.96	0.36	0.76	-	-	-	-	-
Gpr137b-ps	-	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.01	0.01	0	0	0	0	0	0	0	0	0	0.07	0	0	0
Gsto1	-	0.17	0.05	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.32	0.09	0	0	0
Hif3a	-	0	0	0	0.71	0.11	0.04	0.04	0.18	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.18	0.68	0.03
Htra1	-	0.01	0	0	0	0	0	0	0	0	0	0.88	0.92	0.62	0.51	0	0	0	0	0	0	0	0	-	-	0	0	0
Igfbp2	-	0.12	0	0	0	0	0	0	0	0	0	0.6	0.03	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Itga9	-	0.99	0.65	0.64	0	0	0.04	0	0	0	0	0.01	0	0	0.02	0.26	0.17	0.09	0.29	0.38	0.26	0.31	0.5	0.29	0.56	0	0	0
Kcnj3	-	0.06	0.38	0.84	0.01	0.16	0.07	0.18	0.02	0.27	0.01	0.37	0.21	0.19	0.12	0.48	0.71	0.42	0.62	0.64	0.59	0.5	0	-	-	0	0	0
Kcnq1ot1	-	0	0	0	0.13	0	0	0	0	0.09	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kcnt1	-	0.11	0.23	0.48	0.86	0.02	0.02	0.04	0.03	0.75	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kctd16	-	0.95	0.05	0.04	0.71	0.24	0.15	0.66	0.01	0.29	0.15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lgi2	-	0.08	0.58	0	0	0	0	0	0	0	0	0.65	0.87	0.98	0.91	0	0	0	0	0	0	0	0	0.59	0.9	-	-	-
Lypd6b	-	0.9	0.01	0.18	0	0	0.55	0	0.33	0	0	0.07	0.05	0.1	0.02	0.4	0.86	0.92	0.71	0.08	0.68	0.97	0.68	0.01	0.02	-	-	-
Madd	-	0.03	0.43	0.18	0.49	0.17	0.9	0.04	0	0.73	0	0.35	0.68	0.6	0.31	0.16	0.57	0.83	0.44	0.38	0.7	0.89	0	0	0	-	-	-
Masp2	-	0.14	0.01	0	0.08	0	0.06	0	0.01	0.07	0	0.13	0	0	0	0.52	0.48	0.91	0.93	0.89	0.92	0.93	0.77	0.01	0	0	0.08	0.01
Megf11	-	0.39	0.91	0.16	0.26	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Miat	-	0	0	0.43	0.8	0.21	0.06	0.25	0.11	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mpp4	-	0.6	0.61	0.38	0.3	0.4	0.47	0.94	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.21	0.01	0.12
Nnat	-	0.04	0.66	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr4a1	-	0.68	0.32	0.61	0.01	0.51	0.62	0.26	0.02	0.04	0.59	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Olfml1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Pcdh11x	-	0	0	0	0	0	0.45	0	0.17	0.01	0.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pde3a	-	-	-	-	-	-	-	-	-	-	-	0.81	0.79	0.79	0.42	0.09	0.31	0.26	0.04	0.22	0.13	0.42	0	-	-	-	-	-
Pkib	-	0.07	0.07	0.22	0	0.02	0.95	0	0.42	0.99	0.12	0.17	0.41	0.27	0.61	0	0	0	0	0.01	0	0	0.77	-	-	0	0	0
Pla2g4e	-	0.01	0.06	0.03	0	0	0.02	0	0.01	0.23	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Plin4	-	0.18	0.14	0.15	0.12	0.32	0.69	0.47	0.16	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pop4	-	0.17	0	0	0.73	0.01	0	0.01	0	0.01	0.65	0.29	0.1	0	0.03	0	0.19	0.04	0	0	0	0.01	0.02	0.01	0.01	0.28	0.2	0.43
Pqlc3	-	0.58	0.19	0.44	0	0.44	0.03	0.84	0.5	0	0	0.82	0.44	0.02	0.22	0.71	0.32	0.09	0	0	0	0	0	-	-	0.22	0.12	0.52
Ptprz1	-	0	0	0	0	0	0.01	0	0.03	0	0	0	0.13	0.05	0.02	0.01	0.03	0.1	0.05	0.02	0.01	0.02	0.01	-	-	0.01	0.36	0.39
Rab6b	-	0	0	0	0.01	0.42	0.68	0.07	0.96	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0.68	0.66
Rasgef1a	-	0.73	0.92	0.7	0.46	0.51	0.55	0.05	0.48	0.17	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rec8	-	0.24	0.72	0.56	0.29	0.54	0.47	0.4	0.4	0.56	0.03	0	0	0	0.02	0	0.16	0.17	0.03	0.05	0	0.04	0	-	-	0	0	0
Ryr2	-	0.02	0	0.01	0	0	0.13	0	0.01	0.05	0.19	0.27	0.25	0.61	0.36	0.06	0.39	0.34	0.43	0.75	0.67	0.99	0.46	-	-	0	0	0
S100a6	-	0	0.37	0.24	0	0	0	0	0	0	0	0.48	0.77	0.89	0.7	0	0	0	0	0	0	0	0	0.07	0.07	0	0	0
Serinc2	-	0	0	0	0	0	0	0	0	0	0	0.17	0.13	0	0.01	0	0	0	0.01	0	0	0	0	-	-	-	-	-
Serpina3m	-	0.83	0.68	0.36	0.2	0.1	0.66	0.74	0.88	0.32	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Sez6	-	0.01	0.02	0	0.06	0.08	0	0.23	0.54	0.11	0	0	0.02	0.02	0.03	0.01	0.12	0.24	0.29	0.04	0.09	0.14	0.08	-	-	0	0	0
Sez6l2	-	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.04	0	0.02	0.01	0.08	0	-	-	0.01	0.37	0.08
Slc12a5	-	0.91	0.93	0.04	0.26	0.51	0	0.02	0.02	0	0	0.6	0	0	0	0.98	0.67	0.87	0.93	0.92	0.9	0.99	0.88	0	0	0.38	0	0
Slc17a8	-	-	-	-	-	-	-	-	-	-	-	0.01	0.03	0.02	0.01	0.57	0.09	0.35	0.7	0.01	0.98	0.95	0.01	-	-	-	-	-
Slc6a11	-	0.81	0.54	0.88	0	0.18	0.48	0.16	0	0.7	0.77	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Sned1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Srrm4	-	0	0	0	0.37	0.96	0.15	0.38	0.04	0.59	0.13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.28	0.36	0.06
Sycp1	-	0.84	0.92	0.79	0.24	0.37	0.25	0.06	0.98	0.67	0.6	0	0.39	0	0.24	0.33	0.56	0.65	0.53	0.47	0.78	0.66	0.27	-	-	0	0	0
Tmem132d	-	0.39	0.97	0.87	0.79	0	0	0	0	0.06	0.02	0.06	0.29	0.05	0.79	0.23	0.09	0.34	0.62	0.58	0.38	0.89	0	-	-	-	-	-
Tmem218	-	0.02	0.1	0.05	0	0	0	0	0	0	0	0.17	0.9	0.89	0.74	0	0	0	0	0	0	0	0	-	-	0	0	0
Tmem26	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tmod2	-	0	0	0	0.01	0.01	0.03	0.01	0.36	0	0	0.76	0.03	0.06	0.06	0.64	0.2	0.07	0.04	0.05	0.02	0.01	0.01	0.29	0.4	0	0	0
Tmsb10	-	0.39	0.04	0	0	0	0.01	0	0.01	0	0	0.05	0	0	0	0	0.01	0	0.01	0	0	0.01	0	0.33	0.09	0	0	0
Trim67	-	0	0	0.94	0	0.01	0.01	0.03	0	0.07	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Vtn	-	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Zbtb16	-	0	0	0.01	0.81	0.37	0.01	0.79	0.89	0	0.21	0.33	0.84	0.62	0.37	0.74	0.96	0.99	0.41	0.76	0.92	0.85	0.01	-	-	0	0	0
Zbtb20	-	0.04	0	0.61	0.01	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Zfp804a	-	0.04	0.05	0.15	0.09	0.03	0.27	0.02	0.67	0.49	0.49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
