Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Mt1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtbp	-	0.17	0.32	0	0.02	0	0.01	0	0	0	0	0.4	0.08	0.08	0.04	0.04	0.04	0.02	0.02	0.01	0.01	0	0.01	0.01	0.03	0.24	0.03	0
Mterfd2	-	-	-	-	-	-	-	-	-	-	-	0	0	0.02	0	0.18	0.13	0.09	0.13	0.32	0.12	0.1	0.27	0	0	-	-	-
Mtmr11	-	0	0	0	0	0	0.05	0	0	0	0	0.22	0.59	0.94	0.35	0.87	0.59	0.48	0.63	0.87	0.74	0.5	0.48	0.04	0.68	-	-	-
Mtnr1a	-	0.12	0.01	0	0	0	0	0	0	0.01	0	0.8	0.45	0.55	0.13	0	0	0	0.54	0.04	0.83	0.55	0.14	-	-	0	0	0
Mtus2	-	0.96	0.33	0.61	0	0.02	0	0.18	0.81	0	0.16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mtx3	-	0	0	0	0	0	0	0	0.56	0.06	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mustn1	-	0.12	0.1	0.17	0.12	0.57	0.94	0.55	0.19	0.55	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.13	0.05	0.03
Myadm	-	0	0	0	0.02	0	0.31	0	0	0	0.84	0.61	0.41	0.41	0.05	0.01	0.04	0.03	0.03	0.02	0.03	0.03	0.04	-	-	0.13	0.45	0.77
Myf5	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Myh14	-	0.49	0.11	0.1	0.12	0.36	0.49	0.2	0	0	0	0.59	0.01	0.29	0	0.25	0.79	0.98	0.28	0.63	0.12	0.65	0.56	-	-	0	0	0
Myh7b	-	0.9	0.67	0	0	0	0	0	0	0.22	0.14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Myl12a	-	0.04	0.8	0.89	0	0	0	0	0	0	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Mylk	-	0.04	0.06	0.04	0.13	0.31	0	0.56	0.15	0.01	0	0.48	0.56	0.62	0.11	0.88	0.77	0.06	0.01	0.05	0.05	0.02	0.18	0.18	0.78	0	0	0
Myo1b	-	0	0	0	0	0	0	0	0	0	0.02	0.67	0	0	0.03	0.01	0.08	0.14	0.13	0.28	0.24	0.3	0.29	0	0	0.03	0.01	0
Myo1c	-	0.01	0.14	0.02	0.07	0.01	0	0	0	0.2	0.05	0.56	0.57	0.63	0.08	0.64	0.4	0.46	0.76	0.95	0.64	0.75	0	0.95	0.43	0.11	0	0
Myom1	-	0	0	0	0.05	0.05	0.59	0.02	0	0	0.16	0.12	0.23	0.5	1	0.07	0.06	0.05	0.06	0.28	0.01	0.14	0.04	-	-	0	0.02	0.03
Mypn	-	0.08	0.64	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Myrf	-	0.02	0.06	0.02	0	0	0.01	0	0.8	0.08	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0	0
Mzf1	-	-	-	-	-	-	-	-	-	-	-	0.84	0.26	0.35	0.15	0.68	0.88	0.57	0.47	0.18	0.68	0.56	0.57	-	-	-	-	-
N28178	-	0.24	0.86	0.07	0	0	0.72	0	0	0	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
N4bp2	-	0.34	0	0	0	0	0	0	0	0	0	0.82	0.41	0.1	0.15	0.25	0.23	0.12	0.16	0.11	0.09	0.07	0.04	0	0	-	-	-
Naip5	-	0.21	0.57	0.75	0.48	0.76	0.15	0.72	0.89	0.04	0.57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.33	0.04	0.03
Nans	-	0.01	0	0	0	0	0	0	0	0	0	0.33	1	0.92	0.42	0.01	0.02	0.02	0.02	0.03	0.02	0.02	0.01	0.01	0.06	0	0	0
Nap1l3	-	0	0	0	0.48	0.06	0.82	0.04	0.03	0.65	0.12	0.04	0.51	0.5	0.5	0.61	0.92	0.84	0.9	0.44	0.71	0.63	0.74	0.3	0.74	0	0	0
Nbeal1	-	0	0.35	0.11	0	0	0	0	0.73	0	0	0	0.22	0	0.05	0.71	0.85	0.93	0.64	0.55	0.86	0.87	0.59	0.38	0	-	-	-
Ncan	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.05	0	0
Nckap1l	-	0	0.02	0.02	0	0.9	0	0.03	0	0	0	0.17	0.76	0.61	0.82	0.16	0	0	0	0	0	0	0	0.03	0.04	0.98	0.1	0.15
Nde1	-	0	0.42	0	0	0	0	0	0	0	0	0.94	0.31	0.57	0.06	0	0	0	0	0	0	0	0	0.04	0.74	0.39	0.1	0.07
Ndrg2	-	0	0	0	0.26	0.39	0.22	0.58	0.43	0.47	0	0.44	0	0.49	0.03	0.88	0.5	0.85	0.47	0.57	0.54	0.45	0.35	0	0.02	0	0.07	0
Nebl	-	0.26	0	0.03	0	0	0.42	0	0.87	0.2	0	0.03	0.73	0.05	0.2	0.58	0.92	0.61	0.72	0.92	0.35	0.83	0.34	-	-	0	0.02	0
Necab2	-	0.09	0	0.05	0.68	0	0	0.82	0.01	0.02	0	0.36	0.62	0.13	0.92	0.05	0.09	0.06	0.1	0.5	0.08	0.14	0.08	-	-	0	0.22	0.45
Nefl	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.72	0	0
Nell1	-	0	0.01	0.01	0.42	0.14	0.97	0.24	0.95	0.1	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Nell2	-	0	0	0	0	0	0.02	0	0	0	0	0.39	0.69	0.32	0.75	0.18	0.2	0.36	0.16	0.88	0.59	0.39	0.49	0.72	0.65	0.03	0.53	0.76
Nfat5	-	0	0	0	0	0	0	0	0	0	0	0.09	0.29	0.08	0.2	0.25	0.78	0.82	0.78	0.16	0.79	0.29	0.81	0.55	0.33	0	0	0
Nfe2	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Nfil3	-	0	0	0	0.29	0.33	0.78	0.03	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.92	0.09	0.14
Nfkbid	-	0.4	0.79	0.46	0.57	0.03	0	0.01	0	0.75	0.1	0.98	0.63	0.53	0.87	0.68	0.71	0.82	0.88	0.83	0.87	0.92	0.69	0.21	0.61	-	-	-
Nhp2	-	0.39	0.89	0.06	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Nhs	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	0.03	0.02	0.97	0.94	0.89	0.7	0.61	0.77	0.94	1	-	-	-	-	-
Nipal3	-	0.45	0.01	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Nipsnap3b	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Nkain4	-	0	0.01	0	0	0	0.19	0	0.34	0	0	0.74	0.08	0.21	0.3	0.35	0.29	0.81	0.13	0.79	0.09	0.33	0.03	-	-	0.44	0.44	0.9
Nlgn3	-	0.17	0	0.09	0.74	0.26	0.7	0.33	0.82	0	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Nme1	-	0.38	0.49	0.01	0	0	0	0	0	0	0	0	0	0	0	0.4	0.01	0	0	0.02	0	0	0	0.27	0.06	0	0.02	0.01
Nme2	-	0.3	0.92	0.1	0	0	0	0	0	0	0	0	0	0	0	0.84	0.02	0.02	0.07	0.24	0.13	0.06	0.82	0	0	0.39	0.01	0
Noc4l	-	0	0.01	0.5	0	0	0	0	0	0	0	0	0	0	0	0.14	0.06	0.1	0.08	0.14	0.03	0.03	0.04	0.01	0	0	0.77	0.9
Nol10	-	0.1	0.08	0.01	0.01	0	0.01	0	0	0	0	0.09	0.01	0	0	0.12	0.1	0.11	0.1	0.08	0.07	0.06	0.05	0	0	-	-	-
Nos1	-	0.48	0.2	0.61	0.86	0.16	0.01	0.08	0.49	0.16	0.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Notch2	-	0.04	0.63	0.06	0	0.13	0.36	0.25	0	0.29	0	0	0.03	0	0	0.84	0.62	0.92	0.39	0.74	0.49	0.56	0.05	0.24	0.01	0	0	0
Nphs1	-	0.41	0.35	0.36	0.14	0.03	0.15	0.76	0.01	0.5	0.28	0.01	0.24	0.01	0.2	0.48	0.45	0.81	0.85	0.7	0.76	0.67	0.71	-	-	-	-	-
Nppb	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Npy	-	0	0	0	0	0	0	0	0.32	0.2	0.37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Nr1h5	-	-	-	-	-	-	-	-	-	-	-	0.02	0.46	0.06	0.14	0.89	0.94	0.92	0.98	1	0.97	0.86	0.49	-	-	-	-	-
Nr2c2ap	-	0.04	0.05	0.46	0	0	0.55	0.03	0	0	0	0.71	0.61	0.19	0	0.93	0.87	1	0.86	0.85	0.73	0.94	0.99	0.12	0.02	0	0.37	0
Nr3c2	-	0.37	0.58	0.57	0.06	0.01	0	0.14	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Nrcam	-	0	0.54	0	0	0	0	0	0	0	0	0.06	0.1	0.04	0.09	0	0	0	0	0	0	0	0	-	-	0	0	0
Nrg2	-	0.54	0.76	0.34	0.45	0.33	0.05	0.44	0.45	0	0.56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Nrl	-	0.83	0.47	0.34	0.36	0.27	0.55	0	0	0	0	0.2	0.51	0.44	0.47	0.69	0.87	0.88	0.98	0	0.97	0.78	0.03	-	-	0.47	0.47	0.64
Nrn1	-	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Nsmce1	-	0.74	0.97	0.59	0	0.02	0.01	0.01	0.02	0.06	0.01	0	0	0	0	0.05	0.14	0.1	0.15	0.01	0.2	0.43	0.03	0	0	0	0	0
Nsun6	-	0.72	0.22	0.06	0.08	0.71	0.39	0.28	0.01	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.77	0.47
Ntn1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ntrk2	-	0.66	0.03	0.05	0.22	0.03	0.71	0	0.36	0.01	0.01	0	0	0	0	0	0	0	0.01	0.02	0	0	0	0	0	0.02	0.85	0.07
Nudcd1	-	0.54	0.1	0.01	0	0	0	0	0	0	0.67	0	0	0	0	0.45	0.87	0.79	0.9	0.81	0.99	0.87	0.79	0	0	0	0	0
Nudcd2	-	0.93	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.54	0.43	0.46	0.85	0.39	0.28	0.24	0	0	0	0	0
Numbl	-	0.02	0.74	0.07	0.08	0	0	0	0.01	0	0	0.16	0.12	0.05	0.11	0.46	0.86	0.24	0.05	0.8	0.08	0.07	0.11	-	-	0	0	0
Nup37	-	0.28	0.2	0	0	0	0	0	0	0	0	0.15	0.03	0.01	0	0.19	0.34	0.05	0.21	0.19	0.15	0.13	0	0	0.05	0.96	0	0
Nwd1	-	-	-	-	-	-	-	-	-	-	-	0.76	0.92	0.56	0.81	0.47	0.15	0.01	0.02	0	0.01	0.03	0	-	-	-	-	-
Nxnl1	-	0.47	0.26	0.22	0.5	0.75	0.16	0.4	0	0.03	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Nxpe3	-	0.65	0.97	0.97	0.06	0.06	0.23	0	0	0	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oas1g	-	-	-	-	-	-	-	-	-	-	-	0.26	0.95	0.28	0	0.41	0.86	0.7	0.67	0.89	0.4	0.65	0.5	0.14	0.19	-	-	-
Oas2	-	0.54	0.38	0.49	0.5	0.06	0.19	0.38	0.09	0.59	0.15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Odc1	-	0.49	0.02	0.25	0.41	0.72	0	0.35	0.01	0	0	0	0	0	0	0.76	0.61	0.48	0.11	1	0.2	0.36	0.05	-	-	0.5	0.03	0.02
Oit1	-	0.67	0.25	0.44	0.82	0.5	0.75	0.69	0.01	0.04	0.07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oit3	-	0.31	0.16	0.88	0.76	0.35	0.02	0.44	0.82	0.29	0.79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.03	0.01
Olfm3	-	0.49	0.46	0.39	0.98	0.11	0	0.69	0.02	0.14	0.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Olfml2a	-	0.01	0.25	0.06	0	0.05	0	0.11	0.45	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Omd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.57	0.88	0.15
Omg	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	0	0.04	0.77	0.71	0.68	0.75	0.99	0.57	0.91	0.91	-	-	0.02	0.03	0
Opn1sw	-	0.35	0.49	0.76	0.74	0.96	0.73	0.13	0	0.05	0	0	0	0	0	0.96	0.92	0.96	0.89	0.96	0.93	0.84	0.94	-	-	-	-	-
Oprl1	-	0	0	0	0	0	0	0	0	0	0	0.83	0.91	0.39	0.07	0.3	0.49	0.34	0.42	0.31	0.6	0.73	0.67	-	-	0	0	0
Optc	-	0.93	0.62	0.67	0.09	0	0	0	0	0	0.59	0.27	0.39	0.54	0.03	0.89	0.57	0.56	0.01	0.15	0.53	0.78	0	-	-	0.02	0.03	0
