Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Tnfrsf1b	-	0.15	0.04	0.03	0	0.08	0.03	0.04	0.09	0	0.47	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.44	0.07	0.76
Tnfrsf9	-	0.67	0.22	0.79	0.03	0.49	0.05	0.29	0.45	0.3	0.85	0	0.65	0.49	0.26	0.04	0.7	0.72	0.56	0.84	0.31	0.45	0.73	0.85	0.02	0.7	0.01	0.19
Tnfsf10	-	0.72	0.88	0.76	0	0.3	0.01	0.02	0.87	0.03	0.17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.59	0.19	0.33
Tnip1	-	0	0	0	0.21	0.38	0.01	0.03	0.33	0	0.01	0	0	0	0	0.18	0.15	0.02	0.01	0	0	0	0	-	-	0.88	0	0.04
Tnni3	-	0	0	0	0	0	0	0	0	0	0	0.69	0.85	0.73	0.36	0.33	0.14	0.33	0.24	0.88	0.4	0.34	0.22	0.15	0.04	0	0	0
Tnnt2	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Tnxb	-	0.62	0.12	0.02	0.06	0.53	0.01	0.09	0	0	0	0.98	0.83	0.95	0.31	0.32	0	0	0	0.09	0	0	0	-	-	-	-	-
Tob1	-	0.86	0.24	0	0	0	0	0	0	0	0	0.42	0.31	0.95	0.71	0	0	0	0	0	0	0	0	-	-	0	0	0
Tonsl	-	0	0.08	0.45	0.01	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Top2a	-	0.43	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.01	0	0
Topbp1	-	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0.99	0.8	0.83	0.88	0.83	0.93	0.48	0	0	0.04	0	0
Tox2	-	0	0	0	0	0	0	0	0	0	0	0.01	0.69	0.77	0.79	0.81	0.36	0.45	0.05	0	0.01	0.02	0	-	-	-	-	-
Tox3	-	0.02	0	0	0.02	0	0.18	0	0	0	0.74	0.06	0.75	0.04	0.5	0.77	0.89	0.73	0.23	0	0.14	0.01	0.79	0.35	0.37	-	-	-
Tpbg	-	0	0	0	0	0	0	0	0	0	0	0.97	0.03	0	0.01	0	0	0	0	0	0	0	0	0.63	0.16	0	0	0
Tpm2	-	0	0	0.09	0	0	0	0	0	0	0.05	0.05	0.01	0	0.53	0.54	0.9	0.2	0.1	0.26	0.03	0.02	0.01	0	0	0.18	0.1	0.11
Tpm3	-	0.8	0.63	0.31	0	0	0	0	0	0	0	0	0	0	0.11	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0.04
Tpm4	-	0.63	0.01	0	0	0	0	0	0	0	0	0.58	0.31	0	0.04	0	0.03	0.51	0.49	0.45	0.22	0.14	0	0.69	0.54	0.02	0	0
Tppp3	-	0	0	0	0	0	0	0	0	0	0	0.07	0.05	0.07	0.05	0	0	0	0	0	0	0	0	-	-	0.94	0.27	0.33
Tpx2	-	0.9	0.09	0	0	0	0	0	0	0	0	0	0.01	0	0	0.2	0.22	0.17	0.18	0.22	0.18	0.18	0.15	0	0	0	0.02	0.08
Traf1	-	0.88	0.68	0.22	0.28	0.14	0.64	0.03	0	0.33	0.29	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Traip	-	0	0.13	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Trem1	-	0.33	0.06	0.18	0.1	0.03	0.44	0	0.41	0	0.49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trib1	-	0	0	0	0	0	0	0	0	0.11	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Trim30a	-	0.76	0.93	0.53	0	0.14	0.03	0.18	0.13	0.09	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Trim30d	-	0.28	0.52	0.38	0.2	0	0.02	0	0.55	0.18	0.07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trim47	-	0.13	0.7	0.05	0.01	0.42	0.14	0.13	0.09	0	0.32	0.48	0.13	0.69	0.25	0.56	0.44	0.75	0.86	0.31	0.06	0.24	0.57	-	-	0.69	0.1	0.14
Trim59	-	0.54	0.01	0	0	0	0	0	0	0	0	0	0	0	0.76	0.93	0.92	0.94	0.96	0.98	0.95	0.99	0.93	0	0	0	0	0
Trim9	-	0.03	0.75	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trip13	-	0.74	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0.09	0.41	0.56	0.66	0.56	0.55	0.65	0.59	0.67	0	0	0	0	0
Troap	-	0.03	0.6	0.18	0	0	0	0	0.01	0.04	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trp53	-	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0.12	0	0	0
Trp53inp1	-	0.06	0	0.08	0	0	0	0	0	0	0.89	0.4	0.8	0.41	0.44	0.15	0.24	0.22	0.2	0.29	0.22	0.18	0.61	-	-	0.11	0.62	0.26
Trpm3	-	0	0	0	0	0	0	0	0	0	0	0.1	0.01	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-
Trpm6	-	0.64	0.25	0.55	0.65	0.86	0.4	0.49	0.95	0.11	0.64	0.02	0.64	0.66	0.48	0.97	0.28	0.58	0.53	0.35	0.63	0.54	0.36	-	-	-	-	-
Trpv2	-	-	-	-	-	-	-	-	-	-	-	0.09	0.04	0	0.06	0	0	0.01	0.01	0.04	0	0.02	0	-	-	-	-	-
Trpv4	-	0.89	0.07	0.01	0.53	0.39	0.37	0.85	0.39	0	0	0.64	0.97	0.9	0.98	0.5	0.53	0.14	0.26	0.11	0.03	0.02	0.02	-	-	0	0.01	0.01
Tsc22d3	-	0.65	0.41	0.71	0.31	0.03	0.37	0.01	0.04	0.12	0	0.75	0.17	0.14	0	0.08	0.21	0.13	0.05	0.34	0.12	0.13	0.12	0.82	0.55	0.13	0.58	0
Tsga10	-	0.02	0	0.01	0.94	0.22	0.27	0	0.04	0	0.01	0.9	0.01	0	0.22	0.68	0.95	0.76	0.91	0.9	0.89	0.78	0.85	0.14	0.03	-	-	-
Tshz2	-	0	0	0	0	0	0.06	0	0	0	0	0.31	0.01	0	0	0.33	0.92	0.65	0	0	0	0	0	-	-	0.01	0	0
Tspan12	-	0.31	0.07	0.14	0.54	0.01	0.57	0.01	0	0.7	0.2	0.58	0.6	0.91	0.59	0.34	0.2	0.06	0.08	0.11	0.19	0.15	0.01	0.53	0	0.19	0	0.35
Tspan2	-	0.17	0.85	0.15	0.01	0	0.11	0.29	0.02	0.12	0	0.31	0.83	0.55	0.13	0	0.21	0.2	0.05	0.28	0.08	0.33	0.05	0.15	0.54	0	0	0
Tspan5	-	0	0.02	0.33	0	0	0	0	0	0	0	0	0	0	0	0.93	0.74	0.6	0.43	0.33	0.46	0.86	0	0	0	0	0	0
Tspo	-	0.65	0.02	0.76	0.16	0.32	0.62	0.23	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Ttc39b	-	0.98	0.82	0.16	0	0	0.08	0	0	0.1	0.07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ttc7	-	0	0	0	0	0	0	0.6	0.02	0.86	0.22	0	0	0	0	0.59	0.47	0.6	0.35	0.32	0.35	0.54	0.8	0	0	-	-	-
Ttc9	-	0	0	0	0	0.63	0.28	0.51	0.08	0.6	0.17	0.09	0.45	0.01	0.43	0.73	0.28	0.88	0.83	0.91	0.78	0.99	0.57	0.29	0.18	-	-	-
Ttf2	-	0.01	0.52	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Ttk	-	0.38	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0.41	0.38	0.5	0.42	0.72	0.51	0.62	0	0	0	0	0
Ttyh2	-	0	0	0	0	0	0	0	0.04	0	0.38	0.86	0.01	0.01	0.01	0.06	0.08	0.13	0.08	0.03	0.02	0.01	0.02	-	-	0	0	0
Tubb2b	-	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.38	0	0.36	0.17	0.01
Tubb5	-	0.85	0.62	0.14	0	0	0	0	0	0	0	0.46	0	0	0	0.03	0.01	0.01	0.01	0.06	0	0	0.04	0.02	0.01	0	0	0
Tubb6	-	0.48	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0
Txn1	-	0.25	0.25	0.48	0	0	0	0	0	0	0	0	0	0	0	0.11	0.88	0.57	0.54	0.01	0.78	0.58	0.31	-	-	0.61	0	0
Txnrd1	-	0.43	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0.93	0.84	0.84	0.89	0.71	0.74	0.93	0.99	0	0	0.12	0.76	0.48
Tyms	-	0	0.01	0.69	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.03	0.43	0.14	0.68
Tyrobp	-	0	0.13	0.05	0.01	0.5	0.58	0	0.06	0	0	0.24	0.73	0	0.18	0.7	0.21	0.66	0.28	0.31	0.28	0.43	0.09	-	-	0.06	0.54	0.64
Tyrp1	-	0.74	0.22	0.63	0.04	0	0	0	0	0	0	0.99	0.22	0.64	0.28	0.07	0.16	0.09	0.08	0	0.07	0.05	0.01	-	-	0	0	0
Uaca	-	0	0.5	0.2	0.74	0.59	0.3	0.25	0.28	0.03	0	0	0	0	0.01	0.12	0.59	0.51	0.79	0.22	0.15	0.16	0.34	0	0	-	-	-
Uba7	-	0.55	0.39	0.13	0	0	0.16	0	0	0	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.01
Ubash3b	-	0.11	1	0.02	0.13	0	0.19	0	0	0	0	0	0	0	0	0.97	0.85	0.98	0.87	0.99	0.91	0.98	0.98	0	0	-	-	-
Ube2c	-	0.39	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.15	0.49	0.11	0.17	0.19	0.4	0.08	0	0	0	0	0
Ube2s	-	0.75	0	0	0.01	0	0	0	0.03	0.09	0	0.01	0.02	0.01	0.34	0.51	0.08	0.69	0.13	0.07	0.1	0.02	0.18	-	-	0	0	0
Ube2t	-	0.1	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0.74	0.72	0.63	0.71	0.73	0.76	0.72	0	0	0.05	0	0
Ubtd1	-	0.41	0.34	0.72	0.08	0.52	0	0.92	0.01	0.99	0.06	0.16	0.24	0.25	0.06	0.25	0.74	0.85	0.55	0.68	0.99	0.63	0.32	0.55	0.99	0	0	0
Uck2	-	0	0	0	0.19	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.57	0.03	0.71
Ucp2	-	0	0.01	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.25	0	0.11
Ugcg	-	0.56	0.08	0.16	0	0	0	0	0	0	0	0.01	0.5	0.01	0	0.01	0	0	0	0.01	0	0	0	-	-	0	0	0
Ugdh	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0.52	0.24	0.25	0.65	0.34	0.34	0.03	0	0	0.54	0	0
Uhrf1	-	0.46	0.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.51	0
Ulbp1	-	0.64	0.33	0.36	0.02	0.03	0.1	0.23	0.84	0.75	0.55	0	0.02	0	0	0.28	0.69	0.72	0.67	0.91	0.92	0.67	0.82	0.58	0.15	-	-	-
Umps	-	0.37	0.03	0	0	0	0	0.03	0.23	0	0	0	0	0	0	0.55	0	0.01	0.04	0.01	0	0	0.01	0	0	0	0.02	0.01
Unc93b1	-	0.04	0.03	0.04	0	0.17	0.35	0.04	0.52	0.03	0.99	0.79	0.05	0.19	0.14	0.06	0.56	0.96	0.6	0.39	0.59	0.35	0.16	-	-	-	-	-
Ung	-	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08
Upk1b	-	0	0.03	0.03	0.18	0.82	0.64	0.1	0.25	0.25	0	0.01	0.12	0.19	0.04	0.81	0.2	0.07	0.22	0.88	0.34	0.23	0.15	-	-	-	-	-
Upk3b	-	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0.16	0.03	0.05	0.09	0	0.03	0.01	0.17	-	-	0	0	0
Upk3bl	-	0.03	0.55	0.19	0	0	0.01	0	0	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Urb2	-	0.11	0.79	0.08	0	0	0	0	0	0	0	0	0	0.1	0.03	0	0	0	0	0	0	0	0	0.04	0.12	-	-	-
Use1	-	0.85	0.16	0.02	0.06	0.01	0.06	0.02	0	0	0.69	0.63	0.31	0.34	0.68	0.07	0.26	0.26	0.13	0	0	0	0	0.37	0.14	0.06	0.03	0
Usp18	-	0.03	0.92	0.48	0.61	0.27	0.07	0.98	0.77	0	0	0.13	0.11	0.55	0.19	0.93	0.48	0.66	0.29	0.08	0.28	0.03	0	-	-	0.57	0.47	0.24
Usp43	-	0.43	0.16	0.57	0	0.27	0.2	0.18	0.53	0.23	0.25	0.97	0.79	0.96	0.67	0.8	0.52	0.64	0.72	0.24	0.94	0.54	0.84	-	-	0	0	0
Ust	-	0	0.07	0.01	0.01	0	0.56	0	0.01	0.83	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Vamp1	-	0.95	0.43	0.25	0.16	0.68	0.19	0.75	0.91	0.07	0.01	0.75	0.4	0.3	0.61	0.6	0.72	0.74	0.59	0.84	0.76	0.67	0.37	0.23	0.84	0.63	0.02	0.16
Vars	-	0	0	0	0.17	0.05	0.57	0.93	0.08	0	0	0.17	0.01	0.91	0.66	0.12	0.07	0.06	0.07	0.05	0.04	0.07	0.22	0	0	0	0	0
Vash1	-	0.3	0.61	0.84	0.76	0.89	0.1	0.04	0	0	0	0.64	0.8	0.72	0.63	0.18	0.44	0.92	0.45	0.02	0.42	0.79	0.22	-	-	-	-	-
Vasp	-	0	0	0	0.06	0.75	0.42	0.37	0.02	0.05	0	0	0.79	0.37	0.92	0.84	0.82	0.48	0.99	0.71	0.8	0.74	0.76	-	-	0	0	0
Vat1	-	0.04	0.03	0	0	0	0	0	0.84	0	0	0.37	0.16	0.68	0.71	0	0	0	0	0	0	0	0	0.17	0.08	0	0	0
Vav1	-	0.78	0.05	0.09	0.2	0.06	0.11	0.03	0.78	0.02	0.01	0.02	0.86	0.03	0.25	0.89	0.47	0.83	0.8	0.78	0.86	0.54	0.28	-	-	0.3	0	0.37
Vcam1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Vcl	-	0.16	0	0	0	0	0.1	0	0	0	0.38	0.04	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0
Vdr	-	-	-	-	-	-	-	-	-	-	-	0.48	0.12	0.29	0.8	0.43	1	0.67	0.63	0.7	0.8	0.92	0.02	-	-	-	-	-
Vmp1	-	0.02	0.6	0.16	0.15	0.05	0.63	0.42	0.09	0.21	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.05
Vsnl1	-	0.01	0	0	0	0	0	0	0	0	0	0.9	0.68	0.67	0.83	0	0	0	0	0	0	0	0	-	-	0	0	0.01
Vstm2b	-	0	0	0	0.01	0	0	0	0	0.02	0.08	0	0.01	0	0.06	0	0	0	0	0	0	0	0	0	0	0.53	0.27	0.86
Vwa7	-	0.68	0.9	0.33	0.19	0.02	0.08	0.02	0.14	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Was	-	0.23	0.19	0.03	0.03	0.03	0.01	0.02	0	0.03	0	0	0.02	0	0.09	0	0.02	0	0	0.09	0.07	0.08	0.05	-	-	0	0	0
Wdfy4	-	0.79	0.38	0.02	0	0	0.01	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Wdhd1	-	0.16	0	0	0	0	0	0	0	0	0	0.62	0.44	0.47	0.14	0	0.01	0	0.01	0.01	0.01	0	0	-	-	0	0	0
Wdr1	-	0.09	0.03	0.01	0.01	0	0.04	0.01	0.13	0.19	0	0.01	0	0	0	0.02	0.95	0.47	0.85	0.01	0.97	0.9	0.68	0.61	0.28	0.96	0.14	0.05
Wdr46	-	0.03	0.01	0.07	0.81	0	0	0	0	0	0	0.25	0	0	0.01	0.87	0.95	0.96	0.87	0.9	0.91	0.78	0.85	-	-	0.05	0	0.01
Wdr62	-	0	0.02	0.28	0.22	0	0.01	0	0.03	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.91	0	0
Wdr76	-	0	0.38	0.02	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0.1	-	-	-
Wdr90	-	0	0	0.68	0	0	0.33	0	0.11	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.86	0.07	0.42
Wdr92	-	0.23	0.25	0.01	0.61	0.04	0.56	0	0.06	0	0.86	0.03	0	0	0	0	0.79	0.95	0.97	0.01	0.95	0.79	0.85	0	0.03	-	-	-
Wfikkn2	-	0.18	0.24	0.17	0.37	0.18	0	0.05	0.01	0.07	0.79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Wif1	-	0	0	0	0	0	0.39	0	0	0	0	0.64	0.14	0.14	0.15	0.59	0.82	0.65	0.12	0.07	0.14	0.27	0	-	-	0	0.29	0.23
Wipf1	-	0	0	0	0	0	0	0	0	0	0	0.01	0.44	0.03	0.28	0	0	0	0	0	0	0	0	0.01	0	0	0	0
Wisp1	-	0	0	0	0	0	0	0	0	0	0.64	0.1	0.24	0.03	0.05	0.03	0.02	0.03	0.04	0.05	0.07	0.05	0.28	-	-	0	0	0
Wisp2	-	0.17	0.14	0.3	0.3	0.81	0.1	0.15	0.36	0.05	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.21	0.4
Wnt11	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Wnt5b	-	0	0	0	0	0	0	0	0	0	0	0.53	0.82	0.57	0.51	0	0	0	0	0	0	0	0	0.28	0.83	0	0	0
Wwtr1	-	0	0	0	0	0	0	0	0	0	0.02	0.08	0.02	0	0.03	0	0	0	0	0	0	0	0	0.01	0.04	0	0	0
Xdh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.03	0
Xkr5	-	0.01	0	0.78	0	0	0	0	0	0.1	0	0.47	0.54	0.88	0.58	0.62	0.42	0.06	0.32	0.05	0.24	0.12	0.81	-	-	-	-	-
Xkrx	-	0.28	0.72	0.95	0.67	0.69	0.34	0.23	0.75	0.38	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ywhag	-	0.69	0.26	0.02	0.03	0.07	0.14	0	0	0.97	0	0.03	0	0	0	0	0.29	0.05	0.48	0.01	0.97	0.5	0.27	0	0	0	0	0
Zbp1	-	0.21	0.01	0.16	0.14	0.1	0.67	0.6	0.12	0.6	0	0.86	0.25	0.19	0.22	0	0	0.01	0	0	0	0	0	-	-	-	-	-
Zbtb7c	-	-	-	-	-	-	-	-	-	-	-	0.5	0.95	0.78	0.88	0.38	0.59	0.52	0.54	0.85	0.57	0.68	0.44	-	-	-	-	-
Zbtb8b	-	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0.25	0	0	0	0	0	0	0	0	0.49	0.86	-	-	-
Zbtbd6	-	0.72	0.01	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Zc3h12a	-	0.47	0.13	0	0.02	0.11	0	0.02	0	0.56	0.81	0	0.02	0.01	0.12	0.27	0.33	0.32	0.09	0.72	0.13	0.65	0	-	-	-	-	-
Zc3hav1	-	0.01	0.24	0.06	0	0	0	0	0.56	0.06	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Zdhhc14	-	0.04	0.13	0.31	0.59	0.2	0.87	0.02	0.02	0	0	0.15	0.55	0.21	0.25	0	0.32	0.08	0.01	0	0	0	0	-	-	0	0	0
Zdhhc18	-	0.22	0.87	0.38	0.46	0.74	0	0.76	0.22	0.14	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Zfand4	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Zfp133-ps	-	0.52	0	0.16	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Zfp2	-	0.29	0.97	0.15	0.95	0	0.01	0	0.09	0.92	0.15	0	0	0	0	0.77	0.85	0.67	0.73	0.34	0.93	0.63	0.44	0.13	0	0	0	0
Zfp217	-	0.05	0.6	0.01	0	0	0.07	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0.86	0.24	-	-	-
Zfp287	-	0.07	0.21	0.02	0	0	0	0	0.58	0.96	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Zfp36	-	0.82	0.36	0.14	0	0.02	0.76	0.01	0	0.08	0.09	0.01	0.25	0.46	0.12	0	0	0	0.02	0	0	0.2	0	0.96	0.42	0.29	0.1	0.11
Zfp367	-	0.1	0	0	0.19	0	0.29	0	0.01	0.09	0.01	0.51	0	0	0	0.79	0.66	0.88	0.7	0	0.71	0.54	0.35	0.01	0.01	-	-	-
Zfp36l1	-	0	0	0	0	0	0	0	0	0	0	0.07	0.95	0	0.31	0	0	0	0	0	0	0	0	0	0.01	0.01	0.41	0.47
Zfp467	-	0.2	0.79	0.81	0.41	0.52	0.35	0.06	0.11	0.68	0	0.13	0.49	0.42	0.48	0.99	0.79	0.53	0.86	0.36	0.48	0.36	0.44	-	-	0.04	0	0
Zfp697	-	0	0.02	0.03	0	0	0	0	0.65	0	0	0.14	0.04	0.04	0.05	0.07	0.32	0.57	0.65	0.64	0.27	0.4	0.5	-	-	-	-	-
Zfp759	-	0.02	0.52	0.92	0.22	0.02	0	0	0.02	0	0.81	0.46	0.08	0.07	0	0.95	0.55	0.72	0.8	0.57	0.96	0.4	0.5	0	0	0.51	0.47	0.04
Zfp931	-	0.01	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Zfp938	-	0.3	0.11	0.45	0.16	0.62	0.33	0.74	0.8	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Zfp939	-	0.83	0.03	0.25	0.17	0.04	0	0.12	0.04	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Zfp943	-	0.77	0.39	0.74	0	0	0.02	0	0.49	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0	0
Zfr2	-	0.35	0.05	0	0	0.03	0	0.01	0.16	0.03	0.16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Zgrf1	-	0	0.01	0.98	0.94	0.41	0	0.14	0.16	0.04	0.97	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Zwilch	-	0	0.01	0.2	0	0	0.04	0	0	0	0	0.25	0.28	0.08	0.79	0.15	0.27	0.31	0.68	0.18	0.39	0.12	0.08	0.24	0.21	0.49	0.58	0.32
