Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Snhg11	-	0.25	0.31	0.25	0.98	0.01	0.03	0.08	0.04	0.02	0.61	0.23	0	0.72	0	0.54	0.93	0.97	0.18	0.75	0.35	0.75	0.36	0	0	0.05	0.07	0
Snhg8	-	0.87	0.97	0.83	0.05	0.04	0.89	0.04	0.7	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.79	0.52
Snx22	-	0.06	0.26	0.67	0	0	0	0	0	0	0	0.92	0.76	0.88	0.78	0	0	0	0	0	0	0	0	-	-	0	0	0
Sowaha	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Sox11	-	0	0	0	0	0	0	0	0	0	0	0.04	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0
Sp110	-	0.13	0.43	0.36	0	0	0	0.13	0.12	0.54	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Spns2	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0	0.08
Spock1	-	0.77	0.19	0	0	0	0	0	0	0	0	0.8	0.35	0.01	0.45	0	0	0.03	0.02	0	0.64	0.8	0.38	-	-	0	0	0
Spock2	-	0	0.15	0.05	0	0.01	0.03	0	0	0	0.34	0.49	0.22	0.96	0.9	0.07	0.01	0.03	0.01	0.16	0.56	0.68	0.3	0.63	0.56	0	0	0
Spred1	-	0.09	0	0	0	0	0	0	0	0	0	0	0.03	0.51	0.04	0.01	0.02	0	0.02	0.43	0.07	0.03	0.01	-	-	0.23	0.52	0.53
Spsb1	-	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.01	0	0	0	0	0	0	0	0	0	0.01	0	0	0
Spsb2	-	0.05	0.04	0	0	0	0.07	0	0	0	0.06	0.93	0.16	0.14	0.35	0	0	0	0.01	0	0	0	0	-	-	0	0	0
Sptan1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Sqstm1	-	0.83	0.92	0.29	0.36	0.53	0.9	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.04
Srcin1	-	0	0.31	0.05	0.32	0.07	0.68	0.2	0.03	0.72	0.39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.28	0.01	0.02
Srd5a1	-	0.7	0.56	0.7	0	0	0.01	0	0.01	0	0	0.18	0.01	0	0.01	0.18	0.74	0.4	0.98	0.62	0.68	0.35	0.02	-	-	-	-	-
Srm	-	0.08	0	0.02	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0
Srpx2	-	-	-	-	-	-	-	-	-	-	-	0.01	0	0	0.01	0	0.01	0.03	0.01	0.1	0.01	0.4	0.01	-	-	-	-	-
Srrm4os	-	0.49	0.62	0.61	0.53	0.03	0	0.11	0.36	0.36	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ssbp2	-	0.36	0.53	0	0.7	0.74	0.02	0.11	0.05	0.81	0	0	0	0	0	0	0.01	0.04	0.15	0	0.01	0.01	0.96	0.01	0	0.1	0.11	0.92
Ssna1	-	0.12	0.79	0.42	0.58	0.34	0.71	0.01	0.32	0	0	0	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0
Ssr4	-	0.67	0.52	0.17	0	0.76	0	0.82	0	0.53	0	0.98	0.08	0.03	0.03	0.02	0.22	0.28	0.45	0.06	0.32	0.23	0.15	0	0.01	0	0	0
St18	-	0	0	0	0.18	0.22	0.98	0.34	0	0.39	0	0	0.01	0.01	0.01	0.2	0.76	0.9	0.48	0.87	0.28	0.19	0.07	-	-	-	-	-
St6galnac3	-	0	0	0	0	0	0.15	0	0	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.61	0.37	0
St6galnac5	-	0	0.08	0	0.76	0.17	0.01	0.13	0.07	0	0.02	0	0	0.02	0	0.01	0.13	0.12	0.08	0.44	0.41	0.24	0.06	-	-	0.2	0.01	0.5
Stac	-	0.72	0.89	0.69	0.85	0.18	0.01	0.08	0	0	0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0	0
Stat4	-	-	-	-	-	-	-	-	-	-	-	0.08	0.6	0.06	0.91	0.52	0.99	0.86	0.7	0.63	0.31	0.13	0	-	-	0.16	0.04	0.05
Stat5a	-	0.72	0.04	0	0	0	0	0	0	0	0	0.32	0.92	0.34	0.28	0	0	0	0	0.01	0.09	0.26	0.1	-	-	0	0	0
Stfa3	-	0.32	0.42	0.42	0.45	0.44	0.44	0.49	0.65	0.52	0.33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.08	0.92	0.43
Stk40	-	0.65	0.18	0	0.03	0.07	0	0	0	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0	0.06
Stra6	-	0	0	0	0	0.04	0.42	0.32	0.34	0	0	0.14	0.61	0	0.18	0.28	0.07	0.01	0.01	0.01	0.01	0.01	0	0.23	0.38	0	0.52	0.72
Stx1b	-	0.12	0.84	0.19	0.59	0.03	0.99	0.02	0.11	0.26	0.13	0.11	0.26	0.34	0.12	0.39	0.77	0.79	0.41	0.84	0.63	0.32	0.35	-	-	-	-	-
Sult1c1	-	0.5	0.66	0.2	0.75	0.35	0.27	0.35	0.16	0.03	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Sult4a1	-	-	-	-	-	-	-	-	-	-	-	0.93	0.04	0.26	0	0.04	0.07	0.04	0.06	0.05	0.06	0.05	0.08	0.47	0.73	-	-	-
Sv2c	-	0.1	0.22	0.43	0.63	0.13	0.2	0.21	0.34	0.55	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Syn3	-	0.3	0.51	0.67	0.21	0.19	0.02	0.61	0	0.02	0.03	0.16	0.48	0.59	0.84	0.79	0.95	0.76	0.86	0.65	0.99	0.93	0.99	-	-	-	-	-
Syt3	-	0.6	0.3	0.34	0.37	0.47	0.93	0.97	0	0.11	0.07	0.05	0.69	0.68	0.01	0.37	0.84	0.92	0.44	0.55	0.69	0.51	0.41	0.33	0.27	0.15	0.03	0.01
Sytl2	-	0	0	0	0	0	0	0	0	0	0.66	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Tacr1	-	-	-	-	-	-	-	-	-	-	-	0.57	0.67	0.81	0.96	0	0	0	0	0	0	0	0	-	-	-	-	-
Tanc2	-	0	0	0	0.43	0.01	0.82	0.18	0	0.01	0	0.83	0	0.32	0.34	0.89	0.28	0.59	0.38	0.68	0.6	0.5	0.51	0.58	0	-	-	-
Tbrg3	-	0.18	0.9	0.88	0.2	0	0	0	0.71	0.49	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tbx20	-	0	0.12	0.02	0.02	0.57	0.84	0.26	0.36	0.13	0.14	0.31	0.05	0.28	0.04	0.36	0.4	0.98	0.23	0.73	0.23	0.4	0.23	0.08	0.73	0	0	0
Tbx22	-	0.02	0.03	0.03	0.28	0.46	0.3	0.25	0.49	0.15	0.08	0.86	0.68	0.66	0.2	0.78	0.66	0.63	0.58	0.96	0.45	0.85	0	-	-	-	-	-
Tbxas1	-	-	-	-	-	-	-	-	-	-	-	0.83	0.87	0.11	0.21	0.35	0.52	0.44	0.34	0.65	0.81	0.6	0	-	-	0.16	0.18	0
Tceal6	-	-	-	-	-	-	-	-	-	-	-	0.61	0.41	0.04	0.08	0	0	0.01	0	0.04	0	0	0	-	-	-	-	-
Tecrl	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tek	-	0	0.25	0.21	0	0.2	0.03	0.02	0.52	0	0	0	0	0.03	0	0.74	0.24	0	0	0.01	0	0	0	-	-	0	0	0
Tenm1	-	0.01	0.01	0.04	0.73	0.04	0.01	0.4	0.45	0.63	0.54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.06	0.01
Tert	-	0	0	0	0.53	0.95	1	0.27	0	0.67	0.12	0.25	0.12	0.39	0.26	0.51	0.43	0.54	0.69	0.2	0.71	0.87	0.31	-	-	0	0	0
Tex26	-	0.27	0.04	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tex9	-	0	0.04	0.59	0.34	0	0	0	0.17	0	0	0.01	0.36	0.05	0.09	0.01	0.01	0	0	0	0	0	0.01	-	-	0.02	0	0
Tfec	-	0.17	0.04	0.58	0.02	0.16	0	0.65	0.06	0.67	0.92	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.06	0.08	0
Tgfb3	-	0	0	0	0	0	0	0	0	0	0.6	0.03	0	0.01	0.01	0.05	0.94	0.43	0	0	0	0	0	-	-	0	0	0
Tgif1	-	0	0	0.15	0	0	0.01	0	0.02	0	0	0.2	0.21	0	0	0.98	0.67	0.67	0.56	0.71	0.69	0.88	0.27	0	0	0.01	0.02	0
Tgm3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Tha1	-	0	0	0	0	0	0	0	0	0.14	0	0.12	0.5	0.67	0.64	0.03	0.03	0.2	0.57	0.33	0.63	0.46	0.3	0.94	0.54	0.31	0.88	0.13
Thbs4	-	0	0.01	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Them7	-	0.38	0.89	0.83	0.08	0.42	0.62	0.59	0.2	0.4	0.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Themis2	-	0.91	0.9	0.6	0.02	0.8	0.89	0.02	0.05	0.41	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.04	0	0
Thra	-	0	0	0	0.41	0.13	0.62	0.01	0.1	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.01	0
Thsd7a	-	0	0.01	0.03	0	0	0.02	0.17	0.58	0.58	0.63	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Thy1	-	0.28	0.55	0.33	0.8	0.31	0.39	0.46	0	0	0	0.13	0.17	0.13	0.12	0.16	0.23	0.12	0.03	0.07	0.18	0.12	0.02	-	-	0.32	0.3	0.19
Tiam1	-	0.18	0	0	0	0	0.01	0	0	0	0	0.03	0.16	0	0.99	0	0	0	0	0	0	0	0	0.68	0.96	0	0.02	0.21
Tie1	-	0.36	0.01	0.03	0	0.29	0.5	0.61	0.59	0	0	0.01	0	0.02	0.01	0.21	0.01	0.2	0.06	0.05	0.01	0.01	0	-	-	0.69	0.04	0.03
Tinag	-	0.19	0.23	0.06	0.01	0.09	0.01	0	0	0	0	0.66	0.59	0.26	0.49	0.48	0.84	0.72	0.86	0.01	0.03	0	0	-	-	0.01	0.12	0.7
Tjp3	-	0.14	0.4	0.44	0.83	0.05	0.59	0.16	0.17	0.06	0.72	0.42	0.32	0.37	0.36	0.6	0.73	0.55	0.79	0.55	0.81	0.43	0.87	-	-	0.73	0.22	0.05
Tle2	-	0.04	0.13	0.01	0	0	0.73	0	0.31	0.74	0.57	0.45	0.35	0.96	0.8	0.63	0.49	0.87	0.98	0.43	0.82	0.92	0.2	-	-	0.09	0.02	0.02
Tln2	-	0.39	0.91	0.06	0.01	0	0.01	0.01	0.26	0	0	0.15	0.05	0.37	0.69	0	0.1	0.1	0.48	0	0.1	0.18	0.98	-	-	-	-	-
Tmc7	-	0.64	0.82	0	0.95	0.13	0.98	0	0.01	0	0	0	0	0.01	0.04	0.65	0	0	0	0.04	0	0	0	0.01	0.01	-	-	-
Tmeff1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.03	0.23	0.04	0.37	0.02	0.27	0.01	-	-	0	0.12	0.07
Tmem108	-	0.39	0.25	0.82	0	0.73	0.08	0.64	0	0	0.02	0.31	0.01	0.02	0.01	0	0	0	0	0	0	0	0	-	-	-	-	-
Tmem119	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Tmem176b	-	0	0.9	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem191c	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Tmem245	-	0	0.05	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Tmem255a	-	0.42	0	0.03	0.36	0	0.21	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tmem27	-	0.25	0.78	0.3	0.64	0.44	0.92	0.43	0.85	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.02	0
Tmem44	-	-	-	-	-	-	-	-	-	-	-	0.67	0.12	0.27	0.15	0.77	0.71	0.97	0.87	0.17	0.87	0.56	0.07	0	0.11	-	-	-
Tmem45a	-	0	0	0	0	0	0	0	0	0	0.69	0.11	0	0.04	0.31	0.5	0.09	0.08	0.26	0.95	0.12	0.25	0.33	-	-	0	0.01	0
Tmem45b	-	0.19	0.43	0.67	0.44	0.96	0.29	0.97	0.03	0.21	0.72	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.26	0.45	0.63
Tmem71	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.77	0.39	0.23
Tmie	-	-	-	-	-	-	-	-	-	-	-	0.02	0.04	0.1	0.73	0.88	0.69	0.29	0.29	0.23	0.39	0.44	0.13	-	-	-	-	-
Tmtc1	-	0	0	0	0	0	0	0	0.04	0.09	0.35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tnfrsf19	-	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0.02
Tnfrsf25	-	0.01	0.02	0.05	0.01	0	0	0	0.01	0	0	0.23	0.43	0.55	0.19	0.04	0	0	0	0.01	0	0	0.01	-	-	0	0.68	0.99
Tomm40	-	0	0	0.02	0.42	0	0	0	0.48	0	0	0.1	0.01	0.04	0.02	0.6	0.26	0.12	0.68	0.02	0.35	0.28	0.03	-	-	0	0	0
Tpm1	-	0.01	0	0	0	0	0	0	0	0	0	0	0.77	0	0.01	0	0	0	0	0	0	0	0	0.15	0.01	0.07	0	0
Tppp	-	0.06	0.09	0.14	0.86	0.24	0.59	0.29	0.08	0.65	0.04	0.02	0.01	0.26	0.01	0.48	0.87	0.93	0.86	0.56	0.82	0.69	0.67	-	-	-	-	-
Tprkb	-	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	-	-	0	0	0
Trem2	-	-	-	-	-	-	-	-	-	-	-	0.66	0.95	0.29	0.91	0.65	0.78	0.93	0.7	0.62	0.91	0.9	0.95	-	-	0.03	0	0.03
Trhde	-	0.03	0.09	0.05	0.04	0.04	0.11	0.01	0.78	0.28	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trib3	-	0.32	0.53	0.51	0.01	0.52	0.05	0.01	0.08	0.11	0.75	0.46	0.83	0.71	0.49	0.51	0.93	0.69	0.98	0.56	0.49	0.23	0.52	0.53	0.08	0.75	0.04	0.01
Trim63	-	0	0	0	0	0	0	0	0	0	0.03	0.01	0.64	0.14	0.51	0.5	0.65	0.45	0.97	0.5	0.75	0.78	0.71	-	-	-	-	-
Trpc6	-	0.08	0	0	0	0	0	0	0	0.11	0.07	0.68	0.25	0.34	0.75	0	0	0	0.67	0.43	0.68	0.7	0.03	-	-	0	0	0
Trpm5	-	0.68	0.59	0.03	0.07	0.98	0	0.34	0.33	0	0.14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.89	0.79	0.04
Tshr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.15	0.06	0.01
Tspan10	-	0.36	0.03	0.56	0.24	0	0	0	0.02	0	0	0.12	0.34	0.92	0.25	0.15	0.18	0.04	0	0	0	0.01	0.14	-	-	0.02	0.48	0.62
Tspan11	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tspan4	-	0.74	0.14	0.47	0	0.3	0.22	0.11	0.64	0	0	0.55	0.27	0.9	0.79	0.15	0.43	0.87	0.28	0.07	0.05	0	0	-	-	0	0	0
Tspyl4	-	0	0	0.01	0.92	0.49	0.81	0.02	0.08	0.17	0.14	0.01	0	0	0	0.48	0.79	0.98	0.88	0.5	0.65	0.43	0.74	-	-	0.19	0.5	0.33
Tstd3	-	0	0.03	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ttbk1	-	0	0.06	0.11	0.01	0.94	0.1	0.12	0.11	0.21	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ttc14	-	0	0	0.01	0.46	0	0	0	0.07	0.2	0.15	0.05	0.71	0.61	0.78	0.11	0.36	0.83	0.92	0.86	0.81	0.63	0.04	0	0	0.05	0.06	0
Ttc18	-	0.16	0.47	0.78	0.96	0.87	0.56	0.56	0.02	0.7	0.98	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ttll9	-	0.88	0.06	0.04	0	0.04	0.01	0.03	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ttn	-	0	0.05	0.02	0	0	0	0	0.18	0.02	0.59	0	0	0	0	0.69	0.5	0.99	0.33	0.52	0.31	0.35	0.35	-	-	0	0	0
Ttpal	-	0	0	0	0	0	0	0	0	0	0	0.62	0.71	0.38	0.22	0.6	0.86	0.79	0.92	0.66	0.88	0.21	0.41	0.5	0.72	-	-	-
Ttr	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Twf2	-	0.77	0.12	0.06	0.02	0	0	0	0	0	0.03	0.42	0.15	0.06	0.18	0.02	0.03	0.02	0.03	0.03	0.02	0.02	0.12	0.01	0.99	0.03	0.03	0.02
Txndc17	-	0.28	0.64	0.36	0	0.01	0.04	0.33	0.05	0.01	0.72	0	0	0	0	0.35	0.45	0.62	0.94	0.57	0.94	0.43	0.5	0	0	0	0	0
Txnip	-	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0.32	0.03	0
Tyr	-	0.75	0.19	0.59	0.24	0	0	0.01	0	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.05	0
Uap1l1	-	0	0	0	0.35	0.37	0.61	0.4	0.1	0	0	0	0.12	0.56	0.01	0.6	0.67	0.65	0.53	0.25	0.46	0.33	0.17	0.45	0.45	0	0.06	0
Ube2ql1	-	0	0	0	0.99	0.3	0	0.2	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Unc5d	-	0.01	0	0	0	0	0	0	0	0.01	0.46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Upp1	-	0	0	0.01	0	0	0.04	0.02	0	0	0	0	0.01	0.35	0.04	0	0	0	0	0	0	0	0	-	-	0.01	0	0
Vat1l	-	0	0	0	0.69	0	0.14	0.1	0.02	0.19	0.42	0.03	0.72	0.17	0.92	0	0.86	0.5	0.15	0.32	0.17	0.38	0.06	0.12	0.14	-	-	-
Vcan	-	0.54	0	0	0	0	0	0	0	0	0	0	0.04	0	0.86	0.26	0.27	0.29	0.28	0.28	0.26	0.21	0.33	0	0	0	0.01	0
Vegfc	-	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
Veph1	-	0	0	0	0	0	0.05	0	0	0.36	0.12	0	0	0	0	0	0.01	0.18	0.11	0.23	0.91	0.23	0.04	-	-	-	-	-
Vill	-	0.19	0.17	0.02	0	0.02	0.34	0.08	0.19	0.51	0.02	0.72	0.37	0.14	0.39	0.14	0.42	0.64	0.82	0.37	0.14	0.24	0.03	-	-	0.03	0.32	0.02
Vit	-	0	0	0	0	0	0	0	0	0	0	0.59	0.91	0	0.61	0	0	0	0	0	0	0	0	-	-	0	0	0
Vmn1r65	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.07	0.02
Vmn2r29	-	0.92	0.45	0.38	0	0.01	0.5	0.04	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Vnn1	-	0	0	0	0	0	0	0	0	0.13	0.01	0.16	0.01	0.43	0	0.43	0.65	0.63	0.27	0.34	0.65	0.61	0.44	0.06	0.16	0	0	0.02
Vstm2a	-	0	0	0	0	0	0	0	0	0.23	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.95	0.01	0.04
Vwa1	-	0.05	0.02	0.01	0.89	0.12	0.38	0.36	0.07	0.02	0.02	0.63	0.86	0.91	0.9	0.74	0.88	0.91	0.96	0.83	0.75	0.84	0.84	-	-	0.11	0.54	0.11
Vwa5b2	-	0.82	0.75	0.69	0.18	0.39	0.12	0.98	0.56	0.49	0.27	0.47	0.02	0.12	0.06	0.15	0.53	0.19	0.06	0.43	0.15	0.52	0	-	-	-	-	-
Vwc2	-	0	0.01	0	0.9	0.69	0.04	0.89	0	0	0.11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Wasf3	-	0.53	0.06	0	0.03	0.13	0.13	0.12	0.03	0.27	0.82	0.47	0.31	0.05	0.06	0.68	0.72	1	0.78	0.91	0.99	0.96	0.34	0.02	0.24	-	-	-
Wdr55	-	0.06	0.53	0.45	0	0.08	0	0	0	0	0	0.57	0.07	0.13	0.06	0.9	0.69	0.9	0.82	0.39	0.71	0.62	0.33	0.41	0	0	0	0
Wdr63	-	-	-	-	-	-	-	-	-	-	-	0.6	0	0.27	0	0.4	0.53	0.88	0.98	0.84	0.61	0.56	0.72	-	-	-	-	-
Wfdc1	-	0.06	0	0.05	0.01	0	0	0	0	0	0.5	0.17	0.8	0.39	0.2	0.86	0.63	0.6	0.88	0.89	0.46	0.44	0	-	-	0.07	0	0
Wnk2	-	0	0.01	0.03	0.15	0.71	0.35	0.41	0.56	0.89	0.33	0.09	0.04	0.11	0.11	0	0.71	0.11	0.05	0	0.24	0.11	0	-	-	0.01	0.75	0.88
Wnk3	-	0.25	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Wnk4	-	0.01	0.05	0.01	0.03	0.28	0.02	0.08	0.16	0.7	0.33	0.39	0.84	0.01	0.51	0	0	0.02	0	0	0	0	0	0.07	0.1	0	0	0
Wnt16	-	0	0.24	0.24	0.04	0.79	0	0.84	0.29	0.6	0.35	0.32	0.08	0.89	0.02	0.46	0.07	0.03	0.87	0.14	0.25	0.01	1	-	-	0.01	0.01	0.67
Wnt2	-	0	0	0	0	0	0	0	0	0	0	0.97	0	0.17	0.02	0.07	0.21	0.12	0.15	0.1	0.14	0.17	0.12	0.65	0.22	-	-	-
Wscd1	-	0	0	0	0.03	0	0.03	0	0.14	0.23	0	0.18	0.41	0.03	0.14	0.12	0.47	0.56	0.35	0.65	0.68	0.3	0.76	0	0	-	-	-
Wscd2	-	0	0	0	0	0	0	0	0	0	0.12	0.96	0.34	0.01	0.12	0.81	0.72	0.96	0.98	0.8	0.65	1	0.65	-	-	-	-	-
