Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Ptchd1	-	0.02	0.35	0.28	0.95	0.6	0.03	0.62	0	0.24	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ptgds	-	0.34	0.04	0	0	0	0	0	0	0	0	0.32	0.02	0.21	0.17	0.27	0	0	0	0	0	0	0	-	-	0	0	0
Ptger4	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.09	0.01	0.43
Ptges	-	-	-	-	-	-	-	-	-	-	-	0.41	0.35	0.07	0.62	0.03	0.09	0.16	0.09	0.15	0.12	0.22	0.16	-	-	0	0	0
Ptgr1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0
Ptgs1	-	0.37	0.2	0.08	0.92	0.97	0.37	0.19	0.84	0.1	0	0.49	0.12	0.01	0.22	0.77	0.55	0.7	0.78	0.48	0.23	0.24	0.46	-	-	0	0	0
Ptgs2	-	0.15	0.53	0.21	0.03	0.15	0.01	0.68	0.82	0.08	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Pthlh	-	0.13	0.23	0.05	0.59	0.21	0.02	0.16	0.01	0.7	0.66	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.19
Ptk7	-	0.09	0.05	0	0	0	0	0	0	0	0	0.27	0.04	0	0.27	0	0.01	0.02	0	0.01	0	0.02	0	0.42	0.32	0	0	0
Ptp4a3	-	0.02	0	0	0	0	0	0	0.01	0	0	0.06	0.03	0.14	0.07	0	0.01	0.08	0.27	0.19	0.33	0.15	0.98	0	0.01	0	0	0
Ptplad2	-	0	0	0	0	0	0	0	0	0	0	0.41	0.25	0.72	0.35	0	0	0	0	0	0	0	0	-	-	0	0	0
Ptpn1	-	0.67	0.03	0	0	0	0	0	0	0.01	0	0.43	0.96	0.25	0.22	0.21	0.05	0.01	0.01	0.03	0.01	0.01	0	0.01	0.8	0.43	0.04	0.09
Ptpn12	-	0.01	0	0	0	0	0	0	0	0	0	0.65	0.09	0.01	0.19	0	0	0	0	0.02	0	0	0	0	0	0.59	0	0
Ptprb	-	0.16	0.09	0.1	0.05	0	0	0	0.02	0.05	0.47	0.08	0.01	0.01	0.05	0.43	0.32	0.46	0.26	0.12	0.04	0.03	0.02	-	-	0.68	0.67	0.39
Ptprc	-	0	0.94	0.82	0.06	0.08	0.5	0.03	0.11	0.64	0.32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.66	0.89	0.27
Ptprd	-	0.19	0	0	0	0.3	0	0.6	0	0	0	0	0	0.24	0.01	0.42	0.05	0.01	0	0.03	0	0.05	0	0.01	0.03	0	0	0
Ptprn	-	-	-	-	-	-	-	-	-	-	-	0.01	0.29	0.08	0.88	0.25	0.67	0.35	0.59	0.27	0.27	0.27	0.18	-	-	-	-	-
Ptprv	-	0.39	0.46	0.38	0.08	0.02	0.01	0.83	0.11	0.05	0.95	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ptrh1	-	0.16	0	0	0	0	0.02	0	0	0	0.21	0.32	0.42	0.22	0.18	0	0.01	0	0	0	0	0	0	-	-	0.83	0.22	0.06
Ptx3	-	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.83	0	0	0	0	0	0	0	0	0.01	0	0	0	0
Pvr	-	0.56	0.66	0.5	0.1	0.12	0.75	0.91	0.86	0.24	0	0.96	0.67	0.5	0.62	0.92	0.76	0.86	0.38	0.25	0.91	0.73	0.33	-	-	0.01	0.96	0.95
Pvrl4	-	0.2	0.64	0.36	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.06	0.01	0.05
Pxdc1	-	0	0.03	0.01	0.89	0.12	0.04	0.03	0.01	0.05	0.69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pxk	-	0	0	0	0.01	0.13	0.64	0.09	0.15	0.8	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Pxylp1	-	0.01	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pygl	-	0.54	0.79	0.06	0	0	0	0	0	0	0	0.29	0.05	0.04	0.03	0	0	0	0	0	0	0	0	0.23	0.21	0	0	0
Pygm	-	0.47	0.81	0	0	0	0	0	0	0	0	0.46	0.48	0.49	0.07	0	0	0	0.98	0	0.93	0.48	0	-	-	0	0.02	0
Pyhin1	-	0.74	0.81	0.87	0.09	0.32	0.1	0.48	0.79	0.82	0.16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.02	0.29
Pyroxd2	-	0.12	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pyurf	-	0	0	0	0	0	0	0	0	0.31	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Qpct	-	0.08	0.82	0.33	0	0	0	0	0	0	0	0.51	0.37	0.59	0.23	0	0	0	0	0	0	0	0	-	-	0	0	0
Qrfpr	-	0.4	0.21	0.66	0.44	0.29	0.07	0.62	0.22	0	0.14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rab11fip1	-	0	0	0.1	0.59	0.07	0.86	0.18	0.33	0.17	0	0.22	0	0.02	0.08	0.67	0.26	0.68	0.75	0.93	0.1	0.21	0.14	-	-	-	-	-
Rab11fip5	-	0	0	0	0.02	0.01	0.02	0.16	0.02	0.17	0	0.03	0.15	0.39	0.6	0.6	0.66	0.84	0.23	0.24	0.89	0.57	0.06	0.05	0.01	0.01	0.13	0.05
Rab20	-	0.19	0.28	0.5	0.4	0.28	0.01	0.21	0.02	0.17	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rab27b	-	0.02	0.36	0.14	1	0.14	0.76	0.29	0.28	0.05	0	0.05	0.84	0.49	0.75	0.37	0.97	0.99	0.77	0.71	0.94	0.26	0.07	0	0.02	0	0	0
Rab2b	-	0.06	0	0.03	0.13	0.16	0.32	0.16	0.06	0.04	0	0	0	0	0	0.61	0.31	0.61	0.35	0.92	0.77	0.99	0.71	0.03	0.06	0	0.02	0
Rab31	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab3b	-	0.97	0.95	0.07	0	0	0	0	0	0	0	0.71	0.97	0.98	0.55	0.02	0.23	0.02	0	0.2	0.01	0.07	0	-	-	0	0	0
Rab3il1	-	0.76	0	0	0.22	0.09	0.37	0.06	0.1	0	0.01	0	0.02	0.06	0.01	0.01	0.02	0.35	0.02	0.11	0.03	0.11	0	-	-	0	0	0
Rab44	-	0.68	0.65	0.85	0.12	0.08	0.66	0.03	0.33	0.3	0.07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rac2	-	1	0.96	0.7	0.76	0	0	0	1	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Racgap1	-	0.12	0.02	0	0	0	0	0	0	0	0	0.48	0.93	0.38	0.1	0.86	0.9	0.79	0.83	0.78	0.99	0.8	0.7	-	-	0.25	0	0
Rad18	-	0.83	0.66	0	0	0	0	0	0	0	0	0.62	0	0	0.01	0.22	0.35	0.21	0.13	0.22	0.28	0.31	0.32	0	0	0.87	0.01	0.03
Rad51	-	0.01	0.58	0	0	0	0	0	0	0	0	0.01	0	0	0	0.3	0.25	0.22	0.19	0.19	0.2	0.16	0.14	0	0	0	0	0
Rad51ap1	-	0.26	0	0	0	0	0	0	0	0	0	0.81	0.03	0.08	0.29	0	0.01	0.01	0.01	0	0.03	0.01	0.01	-	-	0.11	0	0
Rad51b	-	0.09	0.16	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Rad54b	-	0	0.18	0.55	0.11	0.03	0.8	0	0.11	0	0.17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rad54l	-	0.11	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ramp1	-	0.15	0.14	0.05	0.19	0	0.01	0.01	0.25	0.87	0.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ranbp1	-	0.56	0.5	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0	0	0
Rangap1	-	0.03	0.19	0.68	0	0.01	0	0	0.01	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rap1gap2	-	0	0	0	0	0	0	0	0.09	0.1	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rap2b	-	0	0	0.07	0	0	0	0	0.02	0	0	0	0	0	0	0.58	0.59	0.48	0.45	0.34	0.39	0.55	0.22	0	0	0	0	0
Raph1	-	0.08	0.67	0.55	0.48	0.01	0	0.01	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rapsn	-	0.07	0.21	0.21	0.04	0.16	0.13	0	0.01	0	0	0.6	0.65	0.52	0.38	0	0	0	0	0	0	0	0	-	-	0.71	0.05	0.54
Rasa3	-	0.02	0.02	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0.02	0.05	0.05	0	0
Rasip1	-	0.04	0.3	0.24	0.36	0.09	0	0.05	0.02	0	0	0	0	0	0	0.86	0.01	0.22	0	0.12	0	0	0.02	-	-	0	0	0
Rasl11b	-	0.13	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0
Rbbp8	-	0.1	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0.37	0.94	0.48	0.85	0.78	0.93	0.65	0.92	0	0	0.92	0	0
Rbl1	-	0.3	0.01	0	0	0	0	0	0	0	0	0.01	0.3	0.66	0.91	0.03	0	0	0	0.01	0	0	0	0	0	0.14	0.88	0.01
Rbm24	-	0	0	0	0	0	0	0	0	0	0	0.56	0.12	0.13	0.57	0	0	0	0	0	0	0	0	-	-	-	-	-
Rbm3	-	-	-	-	-	-	-	-	-	-	-	0.79	0.72	0.63	0.14	0.22	0.25	0.43	0.83	0.19	0.2	0.26	0.18	-	-	-	-	-
Rbms1	-	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0
Rbp1	-	0.05	0.21	0.11	0	0	0	0	0	0.87	0	0.63	0.04	0	0.39	0	0	0	0	0.64	0.17	0.1	0.87	-	-	0.46	0.18	0.94
Rbp4	-	0	0	0	0	0	0	0	0	0	0	0.07	0.45	0.38	0.2	0.01	0.2	0.05	0.18	0.1	0.06	0.12	0.23	-	-	0	0	0
Rcan1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0.76	0.05	0	0	0
Rcan2	-	0	0	0.08	0	0	0	0	0	0	0	0.12	0.15	0.1	0.53	0	0	0	0	0	0	0	0	-	-	0.24	0	0
Rcc1	-	0.01	0.01	0.47	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.03	0.01	0.01	0.01	0	0	0.39	0.04	0
Rcc2	-	0.35	0.76	0	0	0	0	0	0	0	0	0.71	0.02	0.26	0.64	0	0.05	0.4	0.05	0.02	0.06	0.15	0.03	-	-	0	0.01	0.04
Rcor2	-	0	0	0.17	0.41	0	0	0	0.61	0	0	0.02	0	0.01	0	0.51	0.57	0.51	0.51	0.55	0.64	0.45	0.5	0	0	0	0	0
Rdh5	-	0.23	0.46	0.01	0	0	0	0	0	0	0	0.15	0.02	0	0	0.8	0.92	0.45	0.31	0.87	0.41	0.55	0.02	0.31	0.63	0	0.92	0.2
Recql4	-	0	0.3	0.23	0	0	0	0	0	0	0	0.69	0.7	0.13	0.65	0	0	0	0	0	0	0	0	0.31	0	0.01	0	0
Reep1	-	0	0	0.18	0	0	0	0	0	0	0.09	0	0.01	0.02	0.08	0	0	0	0.03	0	0.02	0.01	0.49	-	-	0	0	0
Reep4	-	0.12	0.82	0	0	0	0	0	0	0	0	0.99	0.63	0.81	0.81	0.1	0.15	0.16	0.17	0.09	0.22	0.07	0.08	0.09	0.58	-	-	-
Reep6	-	0.05	0.01	0	0	0	0.25	0	0.01	0.01	0	0	0.99	0.56	0.51	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0
Rel	-	0.02	0.06	0.07	0.36	0	0.01	0.01	0	0.84	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.06	0.1
Relb	-	0.12	0.33	1	0.56	0.07	0.03	0.3	0.84	0.64	0.13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.02	0.2
Rell1	-	0.26	0	0	0	0	0	0	0	0	0.14	0.93	0.74	0.59	0.26	0.04	0.08	0.08	0.06	0.04	0.05	0.08	0.04	0.31	0.01	0	0	0
Relt	-	0.73	0.27	0.92	0	0.01	0	0.4	0.48	0.35	0.34	0.26	0.49	0.29	0.6	0.04	0	0	0	0	0	0.01	0	-	-	-	-	-
Ret	-	0.02	0.05	0.1	0	0	0	0	0.03	0.01	0	0	0.02	0	0.15	0.27	0	0	0.01	0.55	1	0.58	0.06	-	-	0	0	0
Rfc4	-	0.24	0	0	0	0	0	0	0	0	0	0.01	0.22	0.19	0.85	0.01	0	0	0	0	0	0	0	0.03	0.35	0	0.12	0.03
Rfc5	-	0	0.14	0	0	0	0	0	0	0	0	0.8	0.05	0.02	0.07	0	0	0	0	0	0	0	0.06	0.05	0.05	0	0	0
Rfesd	-	0	0	0.03	0.09	0.17	0.25	0.77	0	0.04	0.21	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0	-	-	-
Rfwd3	-	0.22	0	0	0	0	0	0	0	0	0	0.42	0.15	0.03	0.03	0.03	0.03	0.02	0.02	0.04	0.03	0.02	0.02	0.11	0.02	0.33	0	0
Rgmb	-	0	0	0	0.29	0	0	0	0	0	0	0.54	0.05	0.8	0.31	0.38	0.16	0.26	0.24	0.24	0.6	0.69	0.31	-	-	-	-	-
Rgr	-	0.1	0.93	0.45	0.81	0.25	0.57	0.75	0.24	0	0	0.82	0.89	0.89	0.85	0.72	0.92	0.97	0.73	0	0.35	0.21	0.25	-	-	0	0.53	0.1
Rgs11	-	0	0	0.03	0.22	0	0	0	0.28	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.05	0	0.01
Rgs13	-	0	0	0	0	0.01	0.21	0.11	0.74	0.09	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rgs14	-	0.35	0.75	0.99	0.52	0.14	0.09	1	0.01	0.11	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rgs16	-	0	0	0.07	0	0.01	0.01	0	0	0.01	0	0	0	0	0	0.05	0.01	0.02	0.43	0.11	0.05	0	0.38	-	-	0.06	0.1	0.17
Rgs17	-	0.17	0.65	0.63	0.07	0.09	0.6	0.35	0.18	0.21	0.06	0.3	0.95	0.81	0.31	0.56	0.17	0.76	0.36	0.24	0.45	0.53	0.52	-	-	-	-	-
Rgs20	-	0.17	0.02	0.02	0	0.03	0.02	0.26	0.5	0.13	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rhoc	-	0.77	0	0.13	0.42	0.23	0.09	0.41	0.54	0.09	0.02	0	0	0	0	0.13	0.72	0.82	0.05	0.4	0.03	0.29	0.45	-	-	0	0	0
Rhoj	-	0	0	0	0.44	0.04	0	0.27	0	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rian	-	0	0	0	0.4	0	0	0	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	0.05	0.57
Rilpl1	-	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0.49	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Rimbp2	-	0.34	0.61	0.44	0.15	0.5	0.65	0.77	0.08	0	0.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rimklb	-	0.12	0.17	0.88	0.09	0.26	0.38	0.36	0.44	0.83	0.08	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	0
Rin1	-	0.84	0.13	0.22	0.01	0.1	0.7	0	0.24	0	0.78	0.82	0.48	0.51	0.12	0.32	0.3	0.31	0.25	0.34	0.63	0.19	0.41	0.1	0.47	0	0.01	0.08
Rin3	-	0.01	0	0	0.12	0.62	0.77	0.34	0.52	0.12	0	0.41	0.03	0.57	0.6	0.24	0.18	0.11	0.73	0.19	0.52	0.06	0.24	0.06	0.07	-	-	-
Ripk3	-	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.03	0.07	0.15	0.32	0.08	0.1	0.74	0.39	0	-	-	0	0	0
Rnaseh2a	-	0.88	0.6	0	0	0	0	0	0	0	0	0.47	0.12	0.31	0.73	0.01	0.02	0.02	0.01	0	0.02	0.01	0	0.01	0.11	-	-	-
Rnasel	-	0.01	0.02	0.02	0.35	0.01	0.09	0	0.43	0.04	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.02	0.25
Rnd1	-	0	0.03	0.01	0	0	0	0	0.02	0.16	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rnd2	-	0.09	0.84	0.72	0	0.35	0.73	0.61	0.04	0.01	0	0	0	0	0	0	0	0	0	0	0.07	0.07	0.35	-	-	0.77	0.26	0.02
Rnf113a1	-	0	0	0	0	0	0	0	0	0.01	0	0.02	0.02	0	0	0	0	0	0	0	0.05	0.14	0.08	-	-	0	0	0
Rnf122	-	0	0	0	0	0	0	0	0	0	0	0.9	0.03	0.39	0.67	0.02	0.34	0.24	0.34	0.27	0.17	0.55	0.24	0.68	0.24	-	-	-
Rnf125	-	0.07	0.63	0.71	0.13	0.63	0.08	0.06	0.61	0.54	0.28	0.05	0.54	0.34	0.77	0.83	0.73	0.66	0.5	0.68	0.61	0.63	0.91	-	-	-	-	-
Rnf13	-	0.67	0.44	0	0	0	0	0	0	0	0	0	0.01	0	0.02	0.94	0.99	0.87	0.95	0.69	0.99	0.93	0.96	0	0	0.09	0	0.17
Rnf144b	-	0	0	0.01	0.57	0.62	0.15	0.6	0	0.48	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.34	0.64	0.97
Rnf180	-	0.69	0.02	0.03	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rnf19b	-	0.44	0.83	0	0	0	0	0	0	0	0.19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ror2	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpa2	-	0.08	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.34	0.15
Rpe65	-	0.31	0.11	0.17	0.09	0.96	0.34	0.61	0.82	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rps6ka3	-	0	0	0	0	0	0	0	0	0	0	0.67	0.1	0.18	0.06	0.14	0.01	0.04	0.26	0.18	0.05	0	0.5	-	-	0.81	0.92	0.56
Rps6ka4	-	0.26	0.35	0.66	0	0	0.16	0.02	0.68	0	0	0.67	0.03	0.17	0.09	0.93	0.33	0.21	0.08	0.01	0.19	0.09	0.13	-	-	0.8	0	0.06
Rrad	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.01	0	0.01	0	0	-	-	-	-	-
Rrh	-	0	0.77	0.37	0.13	0.02	0	0.16	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	0.3	0.49
Rrm1	-	0.27	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrm2	-	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.08	0.08	0.09	0.11	0.07	0.07	0.05	-	-	0.82	0.18	0
Rrs1	-	0.82	0.22	0.14	0.54	0.03	0	0	0	0	0.66	0.05	0	0	0	0.98	0.67	0.72	0.78	0.68	0.75	0.88	0.67	0	0.11	0	0	0.01
Rsad2	-	0	0.05	0.09	0	0.11	0	0.07	0.1	0.13	0.76	0.05	0	0	0	0	0	0	0	0.01	0.06	0.01	0.01	-	-	0.27	0.1	0.17
Rsph1	-	-	-	-	-	-	-	-	-	-	-	0.11	0.22	0.71	0.3	0.8	0.78	0.98	0.46	0.89	0.72	0.55	0.22	0.41	0.01	0.82	0.06	0.02
Rspo1	-	0.27	0	0	0	0	0	0	0	0	0	0.56	0.26	0.75	0.9	0	0	0	0	0	0	0	0	-	-	0	0	0
Rtkn	-	0.3	0.51	0.79	0	0	0	0	0	0	0	0.07	0.57	0.62	0.03	0.64	0.7	0.54	0.69	0.31	0.69	0.46	0.31	-	-	0	0	0
Rtkn2	-	0	0	0	0	0	0	0	0	0	0.42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.07
Rtl1	-	-	-	-	-	-	-	-	-	-	-	0.62	0.69	0.73	0.97	0.39	0.91	0.79	0.79	0.62	0.68	0.69	0.32	-	-	-	-	-
Rtn1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.41	0.5	0	0.07	0.41	0.14	0	0	0	0	0
Rtp4	-	0.24	0.11	0.39	0	0.04	0	0	0.01	0.18	0	0	0.24	0.22	0.03	0.54	0.95	0.96	0.65	0.69	0.98	0.77	0.94	-	-	0.12	0.36	0.05
Rundc3b	-	0.05	0	0	0.13	0	0.08	0	0.86	0.02	0	0.77	0.69	0.32	0.16	0.37	0.5	0.47	0.57	0.94	0.99	0.59	0.2	-	-	-	-	-
Runx1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.06	0.11	0.07
Runx2	-	0.75	0.89	0.64	0.11	0.33	0.3	0.48	0.22	0.95	0.41	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.86	0.16	0.91
Runx3	-	0	0	0	0.01	0	0	0	0.05	0.02	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
S100a16	-	0	0.05	0.65	0	0	0	0	0.75	0	0	0.56	0.3	0.47	0.22	0	0.01	0.06	0	0	0	0	0	-	-	0	0.03	0.46
S100a4	-	0.01	0.85	0	0	0	0	0	0	0	0	0.86	0.79	0.53	0.97	0	0	0	0	0	0	0	0	-	-	0	0	0
S100a8	-	0	0	0	0.74	0	0.43	0	0	0	0	0.01	0	0	0	0	0.01	0.01	0.01	0.02	0.02	0.01	0	-	-	0.69	0.07	0.09
S100a9	-	0	0	0	0.9	0	0.47	0	0	0	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.56	0.88	0.99
S1pr1	-	0	0.47	0.04	0.83	0.16	0	0.12	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
S1pr2	-	0.08	0.51	0.04	0	0	0	0	0	0	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
S1pr5	-	0	0	0	0	0	0	0	0	0.04	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Saa3	-	0.24	0.11	0.32	0.1	0.74	0.01	0.43	0.1	0.8	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.47	0.04	0.19
Sall1	-	0.1	0.24	0	0	0	0.01	0	0.14	0	0.11	0.22	0.92	0.97	0.87	0	0	0	0	0	0	0	0	-	-	0.29	0.01	0.01
Samd4	-	0	0	0	0	0	0	0	0	0.36	0.62	0.3	0.33	0.06	0.02	0.9	0.62	0.76	0.58	0.88	0.59	0.83	0	-	-	0.01	0.02	0.05
Samsn1	-	0.93	0.68	0.47	0.14	0.79	0.84	0.99	0.74	0.42	0.53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.53	0.29	0.19
Sapcd1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Sapcd2	-	0	0	0	0.37	0.37	0.64	0.96	0	0.08	0.51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Sash3	-	0.2	0.98	0.57	0.78	0.43	0.19	0.61	0	0.11	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Sass6	-	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.69	0.19	0.02
